Superheading Number,Superheading title ,heading_text,ID_novols
19,,خبر قدوم المأمون الى بغداد,275.2.0.0.0
19,,ثم دخلت سنة خمس ومائتين,276.0.0.0.0
19,,(ذكر الخبر عما كان في هذه السنة من الأحداث),276.1.0.0.0
19,,ولايه طاهر بن الحسين خراسان,276.2.0.0.0
19,,ثم دخلت سنة ست ومائتين,277.0.0.0.0
19,,(ذكر ما كان فيها من الأحداث),277.1.0.0.0
19,,ولايه عبد الله بن طاهر على الرقة,277.2.0.0.0
19,,وصيه طاهر الى ابنه عبد الله,277.3.0.0.0
19,,ثم دخلت سنة سبع ومائتين,278.0.0.0.0
19,,(ذكر الخبر عما كان فيها من الأحداث),278.1.0.0.0
19,,ذكر خروج عبد الرحمن بن احمد العلوي ms4128 باليمن,278.2.0.0.0
19,,ذكر الخبر عن وفاه طاهر بن الحسين,278.3.0.0.0
19,,ثم دخلت سنة ثمان ومائتين,279.0.0.0.0
19,,(ذكر الخبر عما كان فيها من الأحداث),279.1.0.0.0
19,,ثم دخلت سنة تسع ومائتين,280.0.0.0.0
19,,(ذكر الخبر عما كان فيها من الأحداث),280.1.0.0.0
19,,خبر الظفر بنصر بن شبث,280.2.0.0.0
19,,ثم دخلت سنة عشر ومائتين,281.0.0.0.0
19,,(ذكر الخبر عما كان فيها من الأحداث),281.1.0.0.0
19,,ذكر الخبر عن ظفر المأمون بابن عائشة ورفقائه,281.2.0.0.0
19,,ذكر خبر الظفر بابراهيم بن المهدى,281.3.0.0.0
19,,ذكر خبر قتل ابن عائشة,281.4.0.0.0
19,,العفو عن ابراهيم بن المهدى,281.5.0.0.0
19,,ذكر الخبر عن بناء المأمون ببوران,281.6.0.0.0
19,,ذكر الخبر عن سبب شخوص عبد الله بن طاهر من الرقة إلى مصر وسبب خروج ابن السري إليه في الأمان,281.7.0.0.0
19,,ذكر الخبر عن فتح عبد الله بن طاهر الإسكندرية,281.8.0.0.0
19,,(ذكر الخبر عن أمره وأمرهم) :,281.9.0.0.0
19,,ذكر الخبر عن خروج اهل قم على السلطان,281.10.0.0.0
19,,ثم دخلت سنة إحدى عشرة ومائتين,282.0.0.0.0
19,,(ذكر الخبر عما كان فيها من الأحداث),282.1.0.0.0
19,,امر عبيد الله بن السرى,282.2.0.0.0
19,,ثم دخلت سنة اثنتي عشرة ومائتين,283.0.0.0.0
19,,(ذكر الخبر عما كان فيها من الأحداث),283.1.0.0.0
19,,ثم دخلت سنة ثلاث عشرة ومائتين,284.0.0.0.0
19,,ذكر الخبر عما كان فيها من الأحداث,284.1.0.0.0
19,,ذكر الخبر عن ولايه غسان بن عباد السند,284.2.0.0.0
19,,ثم دخلت سنة أربع عشرة ومائتين,285.0.0.0.0
19,,(ذكر الخبر عما كان فيها من الأحداث),285.1.0.0.0
19,,ثم دخلت سنة خمس عشرة ومائتين,286.0.0.0.0
19,,(ذكر الخبر عما كان فيها من الأحداث),286.1.0.0.0
19,,ذكر خبر شخوص المأمون لحرب الروم,286.2.0.0.0
19,,[أخبار متفرقة],286.3.0.0.0
19,,ثم دخلت سنة ست عشرة ومائتين,287.0.0.0.0
19,,(ذكر الخبر عما كان فيها من الأحداث),287.1.0.0.0
19,,عود الى ذكر غزو المأمون ارض الروم,287.2.0.0.0
19,,ثم دخلت سنة سبع عشرة ومائتين,288.0.0.0.0
19,,ذكر الخبر عما كان فيها من الأحداث,288.1.0.0.0
19,,ذكر الخبر عن قتل على وحسين ابنى هشام,288.2.0.0.0
19,,كتاب توفيل الى المأمون ورد المأمون عليه,288.3.0.0.0
19,,[أخبار متفرقة],288.4.0.0.0
19,,ثم دخلت سنه ثمان عشرة ومائتين,289.0.0.0.0
19,,ذكر الخبر عما كان فيها من الأحداث,289.1.0.0.0
19,,ذكر خبر المحنة بالقرآن,289.2.0.0.0
19,,كتب المأمون الى عماله ووصيته في كتبه,289.3.0.0.0
19,,ذكر الخبر عن وفاه المأمون,289.4.0.0.0
19,,ذكر الخبر عن وقت وفاته والموضع الذي دفن فيه ومن صلى عليه ومبلغ سنه وقدر مده خلافته,289.5.0.0.0
19,,ذكر بعض أخبار المأمون وسيره,289.6.0.0.0
19,,خلافة أبي إسحاق المعتصم محمد بن هارون الرشيد,289.7.0.0.0
19,,[أخبار متفرقة],289.8.0.0.0
19,,ثم دخلت سنة تسع عشرة ومائتين,290.0.0.0.0
19,,(ذكر الخبر عما كان فيها من الأحداث),290.1.0.0.0
19,,ذكر خلاف محمد بن القاسم العلوي,290.2.0.0.0
19,,ذكر الخبر عن محاربه الزط,290.3.0.0.0
19,,ثم دخلت سنة عشرين ومائتين,291.0.0.0.0
19,,(ذكر ما كان فيها من الاحداث),291.1.0.0.0
19,,ذكر ظفر عجيف بالزط,291.2.0.0.0
19,,ذكر خبر مسير الافشين لحرب بابك,291.3.0.0.0
19,,ذكر خبر وقعه الافشين مع بابك بارشق,291.4.0.0.0
19,,ذكر الخبر عن خروج المعتصم الى القاطول,291.5.0.0.0
19,,ذكر الخبر عن غضب المعتصم على الفضل بن مروان,291.6.0.0.0
19,,ثم دخلت سنة إحدى وعشرين ومائتين,292.0.0.0.0
19,,(ذكر الخبر عما كان فيها من الأحداث),292.1.0.0.0
19,,ذكر ms4198 الخبر عن وقعه الافشين مع بابك في هذه السنه,292.2.0.0.0
19,,خبر مقتل طرخان قائد بابك,292.3.0.0.0
19,,ثم دخلت سنة اثنتين وعشرين ومائتين,293.0.0.0.0
19,,ذكر الخبر عما كان فيها من الأحداث,293.1.0.0.0
19,,ذكر خبر الوقعه بين اصحاب الافشين وآذين قائد بابك,293.2.0.0.0
19,,ذكر خبر فتح البذ مدينه بابك,293.3.0.0.0
19,,ثم دخلت سنة ثلاث وعشرين ومائتين,294.0.0.0.0
19,,(ذكر الخبر عما كان فيها من الأحداث),294.1.0.0.0
19,,ذكر خبر قدوم الافشين ببابك على المعتصم,294.2.0.0.0
19,,ذكر خبر إيقاع الروم باهل زبطره,294.3.0.0.0
19,,ذكر الخبر عن سبب فعل صاحب الروم بالمسلمين ما فعل من ذلك:,294.4.0.0.0
19,,ذكر الخبر عن فتح عموريه,294.5.0.0.0
19,,ذكر خبر المعتصم مع العباس بن المأمون,294.6.0.0.0
19,,ثم دخلت سنة أربع وعشرين ومائتين,295.0.0.0.0
19,,(ذكر الخبر عما كان فيها من الأحداث),295.1.0.0.0
19,,ذكر الخبر عن مخالفه مازيار بطبرستان,295.2.0.0.0
19,,ذكر خبر أبي شاس الشاعر,295.3.0.0.0
19,,[أخبار متفرقة],295.4.0.0.0
19,,ذكر الخبر عن خلاف منكجور الاشروسنى,295.5.0.0.0
19,,ثم دخلت سنة خمس وعشرين ومائتين,296.0.0.0.0
19,,ذكر الخبر عما كان فيها من الأحداث,296.1.0.0.0
19,,ذكر الخبر عن غضب المعتصم على الافشين وحبسه,296.2.0.0.0
19,,[أخبار متفرقة],296.3.0.0.0
20,سنة 226 - سنة 250 من الهجرة,ثم دخلت سنة ست وعشرين ومائتين,297.0.0.0.0
20,,(ذكر الخبر عما كان فيها من الأحداث),297.1.0.0.0
20,,خبر وثوب على بن إسحاق برجاء بن ابى الضحاك,297.2.0.0.0
20,,ذكر الخبر عن موت الافشين,297.3.0.0.0
20,,ثم دخلت سنة سبع وعشرين ومائتين,298.0.0.0.0
20,,(ذكر الخبر عما كان فيها من الأحداث),298.1.0.0.0
20,,ذكر خبر خروج ابى حرب المبرقع,298.2.0.0.0
20,,ذكر الخبر عن وفاه المعتصم والعله التي مات بها,298.3.0.0.0
20,,ذكر الخبر عن بعض أخلاق المعتصم وسيره,298.4.0.0.0
20,,خلافة هارون الواثق أبي جعفر,298.5.0.0.0
20,,ثم دخلت سنة ثمان وعشرين ومائتين,299.0.0.0.0
20,,(ذكر الخبر عما كان فيها من الأحداث),299.1.0.0.0
20,,ثم دخلت سنة تسع وعشرين ومائتين,300.0.0.0.0
20,,(ذكر الخبر عما كان فيها من الأحداث),300.1.0.0.0
20,,ذكر الخبر عن حبس الواثق الكتاب وإلزامهم الأموال,300.2.0.0.0
20,,ذكر الخبر عن السبب الذي بعث الواثق على فعله ما ذكرت بالكتاب في هذه السنة:,300.3.0.0.0
20,,ثم دخلت سنة ثلاثين ومائتين,301.0.0.0.0
20,,(ذكر خبر الخبر عما كان فيها من الأحداث),301.1.0.0.0
20,,ذكر مسير بغا الى الاعراب بالمدينة,301.2.0.0.0
20,,ذكر الخبر عن وفاه عبد الله بن طاهر,301.3.0.0.0
20,,ثم دخلت سنة إحدى وثلاثين ومائتين,302.0.0.0.0
20,,(ذكر الخبر عما كان فيها من الأحداث),302.1.0.0.0
20,,ذكر الخبر عن امر بنى سليم وغيرهم من القبائل,302.2.0.0.0
20,,ذكر مقتل احمد بن نصر الخزاعي على يد الواثق,302.3.0.0.0
20,,خبر الفداء بين المسلمين والروم,302.4.0.0.0
20,,ثم دخلت سنة اثنتين وثلاثين ومائتين,303.0.0.0.0
20,,(ذكر الخبر عما كان فيها من الأحداث),303.1.0.0.0
20,,ذكر الخبر عن مسير بغا الكبير الى حرب بنى نمير,303.2.0.0.0
20,,ذكر خبر موت الواثق,303.3.0.0.0
20,,ذكر الخبر عن صفه الواثق وسنه وقدر مده خلافته,303.4.0.0.0
20,,ذكر بعض أخباره,303.5.0.0.0
20,,خلافة جعفر المتوكل على الله,303.6.0.0.0
20,,ذكر الخبر عن سبب خلافته ووقتها,303.7.0.0.0
20,,ثم دخلت سنة ثلاث وثلاثين ومائتين,304.0.0.0.0
20,,(ذكر الخبر عما كان فيها من الأحداث),304.1.0.0.0
20,,ذكر خبر حبس محمد بن عبد الملك الزيات ووفاته,304.2.0.0.0
20,,ذكر غضب المتوكل على عمر بن فرج,304.3.0.0.0
20,,ذكر غضب المتوكل على ابى الوزير وغيره,304.4.0.0.0
20,,[أخبار متفرقة],304.5.0.0.0
20,,ثم دخلت سنة أربع وثلاثين ومائتين,305.0.0.0.0
20,,(ذكر الخبر عما كان فيها من الأحداث),305.1.0.0.0
20,,ذكر الخبر عن هرب محمد بن البعيث,305.2.0.0.0
20,,ذكر الخبر عن حج ايتاخ وسببه,305.3.0.0.0
20,,ثم دخلت سنة خمس وثلاثين ومائتين,306.0.0.0.0
20,,(ذكر الخبر عما كان فيها من الأحداث),306.1.0.0.0
20,,ذكر الخبر عن مقتل ايتاخ,306.2.0.0.0
20,,ذكر خبر اسر ابن البعيث وموته,306.3.0.0.0
20,,امر المتوكل مع النصارى,306.4.0.0.0
20,,ظهور محمود بن الفرج النيسابورى,306.5.0.0.0
20,,ذكر عقد المتوكل البيعه لبنيه الثلاثة,306.6.0.0.0
20,,ثم دخلت سنة ست وثلاثين ومائتين,307.0.0.0.0
20,,(ذكر الخبر عما كان فيها من الأحداث),307.1.0.0.0
20,,خبر مقتل محمد بن ابراهيم بن مصعب,307.2.0.0.0
20,,ذكر خبر وفاه الحسن بن سهل,307.3.0.0.0
20,,ذكر خبر هدم قبر الحسين بن على,307.4.0.0.0
20,,ثم دخلت سنة سبع وثلاثين ومائتين,308.0.0.0.0
20,,(ذكر الخبر عما كان فيها من الأحداث),308.1.0.0.0
20,,ذكر وثوب اهل أرمينية بعاملهم يوسف بن محمد,308.2.0.0.0
20,,ذكر غضب المتوكل على ابن ابى دواد,308.3.0.0.0
20,,خبر انزال جثه ابن نصر ودفعه الى اوليائه,308.4.0.0.0
20,,ثم دخلت سنة ثمان وثلاثين ومائتين,309.0.0.0.0
20,,(ذكر الخبر عما كان فيها من الأحداث),309.1.0.0.0
20,,ذكر ظفر بغا بإسحاق بن اسماعيل وإحراقه مدينه تفليس,309.2.0.0.0
20,,ذكر مقدم الروم بمراكبهم الى دمياط,309.3.0.0.0
20,,ثم دخلت سنة تسع وثلاثين ومائتين,310.0.0.0.0
20,,(ذكر الخبر عما كان فيها من الأحداث),310.1.0.0.0
20,,ثم دخلت سنة أربعين ومائتين,311.0.0.0.0
20,,(ذكر الخبر عما كان فيها من الأحداث),311.1.0.0.0
20,,ذكر الخبر عن وثوب اهل حمص بعاملهم,311.2.0.0.0
20,,[أخبار متفرقة],311.3.0.0.0
20,,ثم دخلت سنة إحدى وأربعين ومائتين,312.0.0.0.0
20,,(ذكر الخبر عما كان فيها من الأحداث),312.1.0.0.0
20,,ذكر الخبر عن وثوب اهل حمص بعاملهم مره اخرى,312.2.0.0.0
20,,ذكر الخبر عن ضرب عيسى بن جعفر وما آل ms4346 اليه امره,312.3.0.0.0
20,,خبر الفداء بين المسلمين والروم في هذه السنه,312.4.0.0.0
20,,ذكر غاره البجه على حرس من ارض مصر,312.5.0.0.0
20,,ثم دخلت سنة اثنتين وأربعين ومائتين,313.0.0.0.0
20,,(ذكر الخبر عما كان فيها من الأحداث),313.1.0.0.0
20,,ذكر احداث الزلازل بالبلاد,313.2.0.0.0
20,,ذكر خروج الروم من ناحيه شمشاط,313.3.0.0.0
20,,ثم دخلت سنة ثلاث وأربعين ومائتين,314.0.0.0.0
20,,(ذكر الخبر عما كان فيها من الأحداث),314.1.0.0.0
20,,ثم دخلت سنة أربع وأربعين ومائتين,315.0.0.0.0
20,,(ذكر الخبر عما كان فيها من الأحداث),315.1.0.0.0
20,,ثم دخلت سنة خمس وأربعين ومائتين,316.0.0.0.0
20,,(ذكر الخبر عما كان فيها من الأحداث),316.1.0.0.0
20,,ذكر خبر بناء الماحوزه,316.2.0.0.0
20,,ذكر الخبر عن هلاك نجاح بن سلمه,316.3.0.0.0
20,,غاره الروم على سميساط,316.4.0.0.0
20,,ثم دخلت سنة ست وأربعين ومائتين,317.0.0.0.0
20,,ذكر الخبر عما كان فيها من الأحداث,317.1.0.0.0
20,,ذكر خبر الفداء بين الروم والمسلمين في هذه السنة,317.2.0.0.0
20,,ثم دخلت سنة سبع وأربعين ومائتين,318.0.0.0.0
20,,(ذكر الخبر عما كان فيها من الأحداث),318.1.0.0.0
20,,ذكر الخبر عن مقتل المتوكل,318.2.0.0.0
20,,ذكر الخبر عن بعض أمور المتوكل وسيرته:,318.3.0.0.0
20,,خلافه المنتصر محمد بن جعفر,318.4.0.0.0
20,,[أخبار متفرقة],318.5.0.0.0
20,,ثم دخلت سنة ثمان وأربعين ومائتين,319.0.0.0.0
20,,(ذكر الخبر عما كان فيها من الأحداث),319.1.0.0.0
20,,ذكر غزاه وصيف التركى الروم,319.2.0.0.0
20,,ذكر خبر خلع المعتز والمؤيد أنفسهما,319.3.0.0.0
20,,نسخة كتاب المنتصر بالله إلى أبي العباس محمد بن عبد الله,319.4.0.0.0
20,,ذكر الخبر عن وفاه المنتصر,319.5.0.0.0
20,,ذكر بعض سيره,319.6.0.0.0
20,,خلافة أحمد بن محمد بن المعتصم وهو المستعين ويكنى أبا العباس,319.7.0.0.0
20,,ثم دخلت سنة تسع وأربعين ومائتين,320.0.0.0.0
20,,ذكر الخبر عما كان فيها من الأحداث,320.1.0.0.0
20,,خبر قتل على بن يحيى الأرمني,320.2.0.0.0
20,,شغب الجند والشاكريه ببغداد,320.3.0.0.0
20,,ذكر خبر قتل اوتامش وكاتبه,320.4.0.0.0
20,,مقتل على بن الجهم,320.5.0.0.0
20,,ثم دخلت سنة خمسين ومائتين,321.0.0.0.0
20,,ذكر الخبر عما كان فيها من الأحداث,321.1.0.0.0
20,,ظهور يحيى بن عمر الطالبي ثم مقتله,321.2.0.0.0
20,,ذكر خبر خروج الحسن بن زيد العلوي,321.3.0.0.0
20,,[أخبار متفرقة],321.4.0.0.0
21,سنة 251 - سنة 275 من الهجرة,ثم دخلت سنة إحدى وخمسين ومائتين,322.0.0.0.0
21,,(ذكر الخبر عما كان فيها من الأحداث),322.1.0.0.0
21,,ذكر خبر قتل باغر التركى,322.2.0.0.0
21,,وقوع الفتنة ببغداد بين أهلها وبين جند السلطان,322.3.0.0.0
21,,ذكر خبر المدائن في هذه الفتنة,322.4.0.0.0
21,,ذكر الخبر عن أمر الأنبار وما كان فيها من هذه الفتنة ,322.5.0.0.0
21,,خروج الحسين بن محمد الطالبي وما آل اليه امره,322.6.0.0.0
21,,[أخبار متفرقة],322.7.0.0.0
21,,ذكر خبر قتل بالفردل,322.8.0.0.0
21,,ذكر خبر هزيمه الاتراك ببغداد,322.9.0.0.0
21,,خبر وقعه ابى السلاسل مع المغاربه,322.10.0.0.0
21,,ذكر خبر وقوع الصلح بين الموالي وابن طاهر,322.11.0.0.0
21,,ذكر بدء عزم ابن طاهر على خلع المستعين والبيعه للمعتز,322.12.0.0.0
21,,خروج العامه ونصره المستعين على ابن طاهر,322.13.0.0.0
21,,ذكر خبر انتقال المستعين الى دار رزق الخادم بالرصافة,322.14.0.0.0
21,,ذكر بدء المفاوضه في امر خلع المستعين,322.15.0.0.0
21,,ذكر خبر خروج اسماعيل ms4470 بن يوسف بمكة,322.16.0.0.0
21,,ثم دخلت سنة اثنتين وخمسين ومائتين,323.0.0.0.0
21,,(ذكر الخبر عما كان فيها من الأحداث),323.1.0.0.0
21,,ذكر خبر خلع المستعين وبيعه المعتز,323.2.0.0.0
21,,ذكر خبر قتل شريح الحبشي,323.3.0.0.0
21,,ذكر حال بغا ووصيف,323.4.0.0.0
21,,ذكر الفتنة بين جند بغداد وأصحاب محمد بن عبد الله بن طاهر,323.5.0.0.0
21,,ذكر الخبر عن خلع المؤيد ثم موته,323.6.0.0.0
21,,ذكر الخبر عن مقتل المستعين,323.7.0.0.0
21,,امر المعتز مع اهل بغداد,323.8.0.0.0
21,,وقوع الفتنة بين الاتراك والمغاربه,323.9.0.0.0
21,,ذكر خبر حمل الطالبيين من بغداد الى سامرا,323.10.0.0.0
21,,ثم دخلت سنه ثلاث وخمسين ومائتين,324.0.0.0.0
21,,ذكر الخبر عما كان فيها من الأحداث,324.1.0.0.0
21,,ذكر خبر أخذ الكرج من ابن ابى دلف,324.2.0.0.0
21,,ذكر الخبر عن قتل وصيف,324.3.0.0.0
21,,ذكر الخبر عن قتل بندار الطبرى,324.4.0.0.0
21,,ذكر خبر موت محمد بن عبد الله بن طاهر,324.5.0.0.0
21,,[أخبار متفرقة],324.6.0.0.0
21,,ثم دخلت سنة أربع وخمسين ومائتين,325.0.0.0.0
21,,(ذكر الخبر عما كان فيها من الأحداث),325.1.0.0.0
21,,ذكر خبر مقتل بغا الشرابي,325.2.0.0.0
21,,[أخبار متفرقة],325.3.0.0.0
21,,ثم دخلت سنة خمس وخمسين ومائتين,326.0.0.0.0
21,,ذكر الخبر عما كان فيها من الأحداث,326.1.0.0.0
21,,ذكر خبر استيلاء يعقوب بن الليث على كرمان,326.2.0.0.0
21,,ذكر خبر دخول يعقوب بن الليث فارس,326.3.0.0.0
21,,ذكر فعل صالح بن وصيف مع احمد بن إسرائيل ورفيقيه,326.4.0.0.0
21,,ذكر الخبر عن خلع المعتز ثم موته,326.5.0.0.0
21,,خلافة ابن الواثق المهتدي بالله,326.6.0.0.0
21,,قيام الشغب ببغداد ووثوب العامه بسليمان بن عبد الله,326.7.0.0.0
21,,ذكر خبر ظهور قبيحه أم المعتز,326.8.0.0.0
21,,ذكر الخبر عن قتل احمد بن إسرائيل وابى نوح,326.9.0.0.0
21,,شغب الجند والعامه ببغداد وولايه سليمان بن عبد الله بن طاهر عليها,326.10.0.0.0
21,,ذكر خبر استيلاء مفلح على طبرستان ثم انصرافه عنها,326.11.0.0.0
21,,ذكر الخبر عن مفارقه كنجور على بن الحسين بن قريش,326.12.0.0.0
21,,خروج أول علوي بالبصرة,326.13.0.0.0
21,,ذكر الخبر عن مسير صاحب الزنج بزنوجه وجيوشه فيها إلى البصرة,326.14.0.0.0
21,,ثم دخلت سنة ست وخمسين ومائتين,327.0.0.0.0
21,,(ذكر الخبر عما كان فيها من الأحداث الجليلة),327.1.0.0.0
21,,ذكر الخبر عن وصول موسى بن بغا الى سامرا واختفاء صالح,327.2.0.0.0
21,,ذكر الخبر عن قتل صالح بن وصيف,327.3.0.0.0
21,,ذكر الخبر عن خروج العامه على المهتدى,327.4.0.0.0
21,,ذكر الخبر عن خلع المهتدى ثم موته,327.5.0.0.0
21,,ذكر اخبار صاحب الزنج مع جعلان,327.6.0.0.0
21,,ذكر الخبر عن دخول الزنج الأبله,327.7.0.0.0
21,,ذكر خبر استيلاء صاحب الزنج على عبادان,327.8.0.0.0
21,,ذكر خبر دخول اصحاب صاحب الزنج الاهواز,327.9.0.0.0
21,,خلافة المعتمد على الله,327.10.0.0.0
21,,ثم دخلت سنة سبع وخمسين ومائتين,328.0.0.0.0
21,,(ذكر الخبر عما كان فيها من الأمور الجليلة),328.1.0.0.0
21,,ذكر خبر مسير يعقوب بن الليث الى فارس وانصرافه عنها,328.2.0.0.0
21,,ذكر خبر انهزام الزنج امام سعيد بن الحاجب,328.3.0.0.0
21,,خلاص ابن المدبر من صاحب الزنج,328.4.0.0.0
21,,ذكر خبر إيقاع صاحب الزنج بسعيد واصحابه,328.5.0.0.0
21,,خبر الوقعه بين منصور بن جعفر وصاحب الزنج,328.6.0.0.0
21,,خبر مقتل شاهين بن بسطام وهزيمه ابراهيم بن سيما,328.7.0.0.0
21,,ذكر خبر دخول الزنج البصره هذا العام,328.8.0.0.0
21,,ذكر الخبر عن الحرب بين محمد المولد والزنج,328.9.0.0.0
21,,ثم دخلت سنة ثمان وخمسين ومائتين,329.0.0.0.0
21,,ذكر الخبر عما كان فيها من الأمور الجليلة,329.1.0.0.0
21,,ذكر الخبر عن قتل منصور بن جعفر الخياط,329.2.0.0.0
21,,ذكر الخبر عن قتل مفلح,329.3.0.0.0
21,,ذكر خبر اسر يحيى بن محمد البحرانى ثم قتله,329.4.0.0.0
21,,ذكر خبر انحياز ابى احمد بن المتوكل الى واسط,329.5.0.0.0
21,,[أخبار متفرقة],329.6.0.0.0
21,,ثم دخلت سنة تسع وخمسين ومائتين,330.0.0.0.0
21,,ذكر الخبر عما كان فيها من الأحداث,330.1.0.0.0
21,,ذكر الخبر عن مقتل كنجور,330.2.0.0.0
21,,ذكر خبر دخول المهلبى ويحيى بن خلف سوق الاهواز,330.3.0.0.0
21,,شخوص موسى بن بغا لحرب صاحب الزنج,330.4.0.0.0
21,,ذكر الخبر عن دخول يعقوب بن الليث نيسابور,330.5.0.0.0
21,,[أخبار متفرقة],330.6.0.0.0
21,,ثم دخلت سنة ستين ومائتين,331.0.0.0.0
21,,ذكر الخبر عما كان فيها من الأحداث,331.1.0.0.0
21,,خبر الوقعه بين يعقوب بن الليث والحسن بن زيد الطائي,331.2.0.0.0
21,,ذكر خبر مقتل العلاء بن احمد الأزدي,331.3.0.0.0
21,,ثم دخلت سنة إحدى وستين ومائتين,332.0.0.0.0
21,,ذكر الخبر عما كان فيها من الأحداث,332.1.0.0.0
21,,ذكر خبر وقعه كانت برامهرمز في هذا العام,332.2.0.0.0
21,,ثم دخلت سنة اثنتين وستين ومائتين,333.0.0.0.0
21,,(ذكر الخبر عما كان فيها من الأحداث),333.1.0.0.0
21,,ذكر خبر دخول يعقوب بن الليث رامهرمز,333.2.0.0.0
21,,ذكر خبر توجه رجال الزنج الى البطيحة ودست ميسان,333.3.0.0.0
21,,ذكر خبر الوقعه بين الزنج واحمد بن ليثويه,333.4.0.0.0
21,,ثم دخلت سنة ثلاث وستين ومائتين,334.0.0.0.0
21,,ذكر الخبر عما كان فيها من الأحداث,334.1.0.0.0
21,,ذكر الوقعه بين ابن ليثويه مع أخي على بن ابان,334.2.0.0.0
21,,ذكر الخبر عما كان من أمر الصفار هنالك في هذه السنة:,334.3.0.0.0
21,,[أخبار متفرقة],334.4.0.0.0
21,,ثم دخلت سنة أربع وستين ومائتين,335.0.0.0.0
21,,ذكر الخبر عما كان فيها من الأحداث,335.1.0.0.0
21,,خبر ms4631 اسر الروم لعبد الله بن رشيد,335.2.0.0.0
21,,ذكر خبر الوقعه بين محمد المولد وقائد الزنج,335.3.0.0.0
21,,"ذكر الخبر عن السبب الذي من أجله تهيأ للزنج دخول واسط، وذكر الخبر عن الأحداث الجليلة في سنة أربع وستين ومائتين:",335.4.0.0.0
21,,ذكر خبر خروج سليمان بن وهب من بغداد إلى سامرا,335.5.0.0.0
21,,[أخبار متفرقة],335.6.0.0.0
21,,ثم دخلت سنة خمس وستين ومائتين,336.0.0.0.0
21,,(ذكر الخبر عما كان فيها من الأحداث),336.1.0.0.0
21,,ذكر الوقعه بين احمد بن ليثويه وسليمان قائد الزنج,336.2.0.0.0
21,,[أخبار متفرقة],336.3.0.0.0
21,,ذكر خبر شخوص تكين البخارى الى الاهواز,336.4.0.0.0
21,,[أخبار متفرقة],336.5.0.0.0
21,,ثم دخلت سنة ست وستين ومائتين,337.0.0.0.0
21,,ذكر الخبر عما كان فيها من الأحداث,337.1.0.0.0
21,,ذكر الخبر ms4646 عن الفتنة بين الجعفرية والعلوية,337.2.0.0.0
21,,[أخبار متفرقة],337.3.0.0.0
21,,[ذكر خبر دخول اصحاب قائد الزنج رامهرمز],337.4.0.0.0
21,,ذكر الخبر عن وقعه اكراد داربان مع صاحب الزنج,337.5.0.0.0
21,,ثم دخلت سنة سبع وستين ومائتين,338.0.0.0.0
21,,ذكر الخبر عما كان فيها من الأحداث,338.1.0.0.0
21,,ذكر خبر غلبه ابى العباس بن الموفق على سليمان بن جامع,338.2.0.0.0
21,,ذكر الخبر عن سبب دخول أبي أحمد وأصحابه طهيثا ومقتل الجبائي,338.3.0.0.0
21,,ذكر خبر مقتل صندل الزنجي,338.4.0.0.0
21,,ذكر خبر استئمان الزنج الى ابى احمد,338.5.0.0.0
21,,ذكر خبر الإيقاع بالزنج في هذا العام,338.6.0.0.0
21,,ذكر خبر الوقعه مع الزنج بنهر ابن عمر,338.7.0.0.0
21,,خبر عبور الموفق الى مدينه صاحب الزنج لحربه,338.8.0.0.0
21,,ثم دخلت سنة ثمان وستين ومائتين,339.0.0.0.0
21,,(ذكر الخبر عما كان فيها من الأحداث),339.1.0.0.0
21,,ذكر خبر استئمان جعفر بن ابراهيم الى ابى احمد الموفق,339.2.0.0.0
21,,ذكر خبر عبور الموفق الى مدينه الزنج,339.3.0.0.0
21,,ذكر وقعه ابى العباس بمن كان يمد الزنج من الاعراب,339.4.0.0.0
21,,[أخبار متفرقة],339.5.0.0.0
21,,ذكر خبر إيقاع رشيق بمن اعان الزنج من تميم,339.6.0.0.0
21,,ذكر الخبر عن قتل بهبوذ بن عبد الوهاب,339.7.0.0.0
21,,[أخبار متفرقة],339.8.0.0.0
21,,ثم دخلت سنة تسع وستين ومائتين,340.0.0.0.0
21,,ذكر الخبر عما كان فيها من الأحداث,340.1.0.0.0
21,,ذكر خبر اصابه الموفق,340.2.0.0.0
21,,ذكر عزم المعتمد على اللحاق بمصر,340.3.0.0.0
21,,[أخبار متفرقة],340.4.0.0.0
21,,ذكر الخبر عن احراق قصر صاحب الزنج,340.5.0.0.0
21,,ذكر الخبر عن غرق نصير المعروف بابى حمزه,340.6.0.0.0
21,,[أخبار متفرقة],340.7.0.0.0
21,,[ذكر الخبر عن الوقعه التي كانت بين الموفق وبين الزنج],340.8.0.0.0
21,,خبر انتقال صاحب الزنج الى شرقى نهر ابى الخصيب,340.9.0.0.0
21,,ذكر الخبر عن حاله وحال أصحابه وما آل إليه أمرهم عند انتقاله من الجانب الغربي,340.10.0.0.0
21,,ذكر خبر دخول الموفق مدينه صاحب الزنج,340.11.0.0.0
21,,ذكر طلب رؤساء صاحب الزنج الامان,340.12.0.0.0
21,,خبر دخول الموفق مدينه صاحب الزنج وتخريب داره,340.13.0.0.0
21,,[أخبار متفرقة],340.14.0.0.0
21,,ثم دخلت سنة سبعين ومائتين,341.0.0.0.0
21,,(ذكر الخبر عما كان فيها من الأحداث الجليلة),341.1.0.0.0
21,,ذكر الخبر عن قتل صاحب الزنج واسر من معه,341.2.0.0.0
