Superheading Number,Superheading title ,Headings under superheading NEW,Heading UI NEW
19,, ذكر خبر أبي شاس الشاعر,10.6.3.0
19,, [أخبار متفرقة],10.6.4.0
19,, ذكر الخبر عن خلاف منكجور الاشروسنى,10.6.5.0
20,سنة 226 - سنة 250 من الهجرة, ثم دخلت سنة خمس وعشرين ومائتين,10.7.0.0
20,, ذكر الخبر عما كان فيها من الأحداث,10.7.1.0
20,, ذكر الخبر عن غضب المعتصم على الافشين وحبسه,10.7.2.0
20,, [أخبار متفرقة],10.7.3.0
20,, ثم دخلت سنة ست وعشرين ومائتين,10.8.0.0
20,, (ذكر الخبر عما كان فيها من الأحداث),10.8.1.0
20,, خبر وثوب على بن إسحاق برجاء بن ابى الضحاك,10.8.2.0
20,, ذكر الخبر عن موت الافشين,10.8.3.0
20,, ثم دخلت سنة سبع وعشرين ومائتين,10.9.0.0
20,, (ذكر الخبر عما كان فيها من الأحداث),10.9.1.0
20,, ذكر خبر خروج ابى حرب المبرقع,10.9.2.0
20,, ذكر الخبر عن وفاه المعتصم والعله التي مات بها,10.9.3.0
20,, ذكر الخبر عن بعض أخلاق المعتصم وسيره,10.9.4.0
20,, خلافة هارون الواثق أبي جعفر,10.9.5.0
20,, ثم دخلت سنة ثمان وعشرين ومائتين,10.10.0.0
20,, (ذكر الخبر عما كان فيها من الأحداث),10.10.1.0
20,, ثم دخلت سنة تسع وعشرين ومائتين,10.11.0.0
20,, (ذكر الخبر عما كان فيها من الأحداث),10.11.1.0
20,, ذكر الخبر عن حبس الواثق الكتاب وإلزامهم الأموال,10.11.2.0
20,, ذكر الخبر عن السبب الذي بعث الواثق على فعله ما ذكرت بالكتاب في هذه السنة:,10.11.3.0
20,, ثم دخلت سنة ثلاثين ومائتين,10.12.0.0
20,, (ذكر خبر الخبر عما كان فيها من الأحداث),10.12.1.0
20,, ذكر مسير بغا الى الاعراب بالمدينة,10.12.2.0
20,, ذكر الخبر عن وفاه عبد الله بن طاهر,10.12.3.0
20,, ثم دخلت سنة إحدى وثلاثين ومائتين,10.13.0.0
20,, (ذكر الخبر عما كان فيها من الأحداث),10.13.1.0
20,, ذكر الخبر عن امر بنى سليم وغيرهم من القبائل,10.13.2.0
20,, ذكر مقتل احمد بن نصر الخزاعي على يد الواثق,10.13.3.0
20,, خبر الفداء بين المسلمين والروم,10.13.4.0
20,, ثم دخلت سنة اثنتين وثلاثين ومائتين,10.14.0.0
20,, (ذكر الخبر عما كان فيها من الأحداث),10.14.1.0
20,, ذكر الخبر عن مسير بغا الكبير الى حرب بنى نمير,10.14.2.0
20,, ذكر خبر موت الواثق,10.14.3.0
20,, ذكر الخبر عن صفه الواثق وسنه وقدر مده خلافته,10.14.4.0
20,, ذكر بعض أخباره,10.14.5.0
20,, خلافة جعفر المتوكل على الله,10.14.6.0
20,, ذكر الخبر عن سبب خلافته ووقتها,10.14.7.0
20,, ثم دخلت سنة ثلاث وثلاثين ومائتين,10.15.0.0
20,, (ذكر الخبر عما كان فيها من الأحداث),10.15.1.0
20,, ذكر خبر حبس محمد بن عبد الملك الزيات ووفاته,10.15.2.0
20,, ذكر غضب المتوكل على عمر بن فرج,10.15.3.0
20,, ذكر غضب المتوكل على ابى الوزير وغيره,10.15.4.0
20,, [أخبار متفرقة],10.15.5.0
20,, ثم دخلت سنة أربع وثلاثين ومائتين,10.16.0.0
20,, (ذكر الخبر عما كان فيها من الأحداث),10.16.1.0
20,, ذكر الخبر عن هرب محمد بن البعيث,10.16.2.0
20,, ذكر الخبر عن حج ايتاخ وسببه,10.16.3.0
20,, ثم دخلت سنة خمس وثلاثين ومائتين,10.17.0.0
20,, (ذكر الخبر عما كان فيها من الأحداث),10.17.1.0
20,, ذكر الخبر عن مقتل ايتاخ,10.17.2.0
20,, ذكر خبر اسر ابن البعيث وموته,10.17.3.0
20,, امر المتوكل مع النصارى,10.17.4.0
20,, ظهور محمود بن الفرج النيسابورى,10.17.5.0
20,, ذكر عقد المتوكل البيعه لبنيه الثلاثة,10.17.6.0
20,, ثم دخلت سنة ست وثلاثين ومائتين,10.18.0.0
20,, (ذكر الخبر عما كان فيها من الأحداث),10.18.1.0
20,, خبر مقتل محمد بن ابراهيم بن مصعب,10.18.2.0
20,, ذكر خبر وفاه الحسن بن سهل,10.18.3.0
20,, ذكر خبر هدم قبر الحسين بن على,10.18.4.0
20,, ثم دخلت سنة سبع وثلاثين ومائتين,10.19.0.0
20,, (ذكر الخبر عما كان فيها من الأحداث),10.19.1.0
20,, ذكر وثوب اهل أرمينية بعاملهم يوسف بن محمد,10.19.2.0
20,, ذكر غضب المتوكل على ابن ابى دواد,10.19.3.0
20,, خبر انزال جثه ابن نصر ودفعه الى اوليائه,10.19.4.0
20,, ثم دخلت سنة ثمان وثلاثين ومائتين,10.20.0.0
20,, (ذكر الخبر عما كان فيها من الأحداث),10.20.1.0
20,, ذكر ظفر بغا بإسحاق بن اسماعيل وإحراقه مدينه تفليس,10.20.2.0
20,, ذكر مقدم الروم بمراكبهم الى دمياط,10.20.3.0
20,, ثم دخلت سنة تسع وثلاثين ومائتين,10.21.0.0
20,, (ذكر الخبر عما كان فيها من الأحداث),10.21.1.0
20,, ثم دخلت سنة أربعين ومائتين,10.22.0.0
20,, (ذكر الخبر عما كان فيها من الأحداث),10.22.1.0
20,, ذكر الخبر عن وثوب اهل حمص بعاملهم,10.22.2.0
20,, [أخبار متفرقة],10.22.3.0
20,, ثم دخلت سنة إحدى وأربعين ومائتين,10.23.0.0
20,, (ذكر الخبر عما كان فيها من الأحداث),10.23.1.0
20,, ذكر الخبر عن وثوب اهل حمص بعاملهم مره اخرى,10.23.2.0
20,, ذكر الخبر عن ضرب عيسى بن جعفر وما آل ms4346 اليه امره,10.23.3.0
20,, خبر الفداء بين المسلمين والروم في هذه السنه,10.23.4.0
20,, ذكر غاره البجه على حرس من ارض مصر,10.23.5.0
20,, ثم دخلت سنة اثنتين وأربعين ومائتين,10.24.0.0
20,, (ذكر الخبر عما كان فيها من الأحداث),10.24.1.0
20,, ذكر احداث الزلازل بالبلاد,10.24.2.0
20,, ذكر خروج الروم من ناحيه شمشاط,10.24.3.0
20,, ثم دخلت سنة ثلاث وأربعين ومائتين,10.25.0.0
20,, (ذكر الخبر عما كان فيها من الأحداث),10.25.1.0
20,, ثم دخلت سنة أربع وأربعين ومائتين,10.26.0.0
20,, (ذكر الخبر عما كان فيها من الأحداث),10.26.1.0
20,, ثم دخلت سنة خمس وأربعين ومائتين,10.27.0.0
20,, (ذكر الخبر عما كان فيها من الأحداث),10.27.1.0
20,, ذكر خبر بناء الماحوزه,10.27.2.0
20,, ذكر الخبر عن هلاك نجاح بن سلمه,10.27.3.0
20,, غاره الروم على سميساط,10.27.4.0
20,, ثم دخلت سنة ست وأربعين ومائتين,10.28.0.0
20,, ذكر الخبر عما كان فيها من الأحداث,10.28.1.0
20,, ذكر خبر الفداء بين الروم والمسلمين في هذه السنة,10.28.2.0
20,, ثم دخلت سنة سبع وأربعين ومائتين,10.29.0.0
20,, (ذكر الخبر عما كان فيها من الأحداث),10.29.1.0
20,, ذكر الخبر عن مقتل المتوكل,10.29.2.0
20,, ذكر الخبر عن بعض أمور المتوكل وسيرته:,10.29.3.0
20,, خلافه المنتصر محمد بن جعفر,10.29.4.0
20,, [أخبار متفرقة],10.29.5.0
20,, ثم دخلت سنة ثمان وأربعين ومائتين,10.30.0.0
20,, (ذكر الخبر عما كان فيها من الأحداث),10.30.1.0
20,, ذكر غزاه وصيف التركى الروم,10.30.2.0
20,, ذكر خبر خلع المعتز والمؤيد أنفسهما,10.30.3.0
20,, نسخة كتاب المنتصر بالله إلى أبي العباس محمد بن عبد الله,10.30.4.0
20,, ذكر الخبر عن وفاه المنتصر,10.30.5.0
20,, ذكر بعض سيره,10.30.6.0
20,, خلافة أحمد بن محمد بن المعتصم وهو المستعين ويكنى أبا العباس,10.30.7.0
20,, ثم دخلت سنة تسع وأربعين ومائتين,10.31.0.0
20,, ذكر الخبر عما كان فيها من الأحداث,10.31.1.0
20,, خبر قتل على بن يحيى الأرمني,10.31.2.0
20,, شغب الجند والشاكريه ببغداد,10.31.3.0
20,, ذكر خبر قتل اوتامش وكاتبه,10.31.4.0
20,, مقتل على بن الجهم,10.31.5.0
20,, ثم دخلت سنة خمسين ومائتين,10.32.0.0
21,سنة 251 - سنة 275 من الهجرة, ذكر الخبر عما كان فيها من الأحداث,10.32.1.0
21,, ظهور يحيى بن عمر الطالبي ثم مقتله,10.32.2.0
21,, ذكر خبر خروج الحسن بن زيد العلوي,10.32.3.0
21,, [أخبار متفرقة],10.32.4.0
21,, ثم دخلت سنة إحدى وخمسين ومائتين,10.33.0.0
21,, (ذكر الخبر عما كان فيها من الأحداث),10.33.1.0
21,, ذكر خبر قتل باغر التركى,10.33.2.0
21,, وقوع الفتنة ببغداد بين أهلها وبين جند السلطان,10.33.3.0
21,, ذكر خبر المدائن في هذه الفتنة,10.33.4.0
21,, ذكر الخبر عن أمر الأنبار وما كان فيها من هذه الفتنة ,10.33.5.0
21,, خروج الحسين بن محمد الطالبي وما آل اليه امره,10.33.6.0
21,, [أخبار متفرقة],10.33.7.0
21,, ذكر خبر قتل بالفردل,10.33.8.0
21,, ذكر خبر هزيمه الاتراك ببغداد,10.33.9.0
21,, خبر وقعه ابى السلاسل مع المغاربه,10.33.10.0
21,, ذكر خبر وقوع الصلح بين الموالي وابن طاهر,10.33.11.0
21,, ذكر بدء عزم ابن طاهر على خلع المستعين والبيعه للمعتز,10.33.12.0
21,, خروج العامه ونصره المستعين على ابن طاهر,10.33.13.0
21,, ذكر خبر انتقال المستعين الى دار رزق الخادم بالرصافة,10.33.14.0
21,, ذكر بدء المفاوضه في امر خلع المستعين,10.33.15.0
21,, ذكر خبر خروج اسماعيل ms4470 بن يوسف بمكة,10.33.16.0
21,, ثم دخلت سنة اثنتين وخمسين ومائتين,10.34.0.0
21,, (ذكر الخبر عما كان فيها من الأحداث),10.34.1.0
21,, ذكر خبر خلع المستعين وبيعه المعتز,10.34.2.0
21,, ذكر خبر قتل شريح الحبشي,10.34.3.0
21,, ذكر حال بغا ووصيف,10.34.4.0
21,, ذكر الفتنة بين جند بغداد وأصحاب محمد بن عبد الله بن طاهر,10.34.5.0
21,, ذكر الخبر عن خلع المؤيد ثم موته,10.34.6.0
21,, ذكر الخبر عن مقتل المستعين,10.34.7.0
21,, امر المعتز مع اهل بغداد,10.34.8.0
21,, وقوع الفتنة بين الاتراك والمغاربه,10.34.9.0
21,, ذكر خبر حمل الطالبيين من بغداد الى سامرا,10.34.10.0
21,, ثم دخلت سنه ثلاث وخمسين ومائتين,10.35.0.0
21,, ذكر الخبر عما كان فيها من الأحداث,10.35.1.0
21,, ذكر خبر أخذ الكرج من ابن ابى دلف,10.35.2.0
21,, ذكر الخبر عن قتل وصيف,10.35.3.0
21,, ذكر الخبر عن قتل بندار الطبرى,10.35.4.0
21,, ذكر خبر موت محمد بن عبد الله بن طاهر,10.35.5.0
21,, [أخبار متفرقة],10.35.6.0
21,, ثم دخلت سنة أربع وخمسين ومائتين,10.36.0.0
21,, (ذكر الخبر عما كان فيها من الأحداث),10.36.1.0
21,, ذكر خبر مقتل بغا الشرابي,10.36.2.0
,, [أخبار متفرقة],10.36.3.0
21,, ثم دخلت سنة خمس وخمسين ومائتين,10.37.0.0
21,, ذكر الخبر عما كان فيها من الأحداث,10.37.1.0
21,, ذكر خبر استيلاء يعقوب بن الليث على كرمان,10.37.2.0
21,, ذكر خبر دخول يعقوب بن الليث فارس,10.37.3.0
21,, ذكر فعل صالح بن وصيف مع احمد بن إسرائيل ورفيقيه,10.37.4.0
21,, ذكر الخبر عن خلع المعتز ثم موته,10.37.5.0
21,, خلافة ابن الواثق المهتدي بالله,10.37.6.0
21,, قيام الشغب ببغداد ووثوب العامه بسليمان بن عبد الله,10.37.7.0
21,, ذكر خبر ظهور قبيحه أم المعتز,10.37.8.0
21,, ذكر الخبر عن قتل احمد بن إسرائيل وابى نوح,10.37.9.0
21,, شغب الجند والعامه ببغداد وولايه سليمان بن عبد الله بن طاهر عليها,10.37.10.0
21,, ذكر خبر استيلاء مفلح على طبرستان ثم انصرافه عنها,10.37.11.0
21,, ذكر الخبر عن مفارقه كنجور على بن الحسين بن قريش,10.37.12.0
21,, خروج أول علوي بالبصرة,10.37.13.0
21,, ذكر الخبر عن مسير صاحب الزنج بزنوجه وجيوشه فيها إلى البصرة,10.37.14.0
21,, ثم دخلت سنة ست وخمسين ومائتين,10.38.0.0
21,, (ذكر الخبر عما كان فيها من الأحداث الجليلة),10.38.1.0
21,, ذكر الخبر عن وصول موسى بن بغا الى سامرا واختفاء صالح,10.38.2.0
21,, ذكر الخبر عن قتل صالح بن وصيف,10.38.3.0
21,, ذكر الخبر عن خروج العامه على المهتدى,10.38.4.0
21,, ذكر الخبر عن خلع المهتدى ثم موته,10.38.5.0
21,, ذكر اخبار صاحب الزنج مع جعلان,10.38.6.0
21,, ذكر الخبر عن دخول الزنج الأبله,10.38.7.0
21,, ذكر خبر استيلاء صاحب الزنج على عبادان,10.38.8.0
21,, ذكر خبر دخول اصحاب صاحب الزنج الاهواز,10.38.9.0
21,, خلافة المعتمد على الله,10.38.10.0
21,, ثم دخلت سنة سبع وخمسين ومائتين,10.39.0.0
21,, (ذكر الخبر عما كان فيها من الأمور الجليلة),10.39.1.0
21,, ذكر خبر مسير يعقوب بن الليث الى فارس وانصرافه عنها,10.39.2.0
21,, ذكر خبر انهزام الزنج امام سعيد بن الحاجب,10.39.3.0
21,, خلاص ابن المدبر من صاحب الزنج,10.39.4.0
21,, ذكر خبر إيقاع صاحب الزنج بسعيد واصحابه,10.39.5.0
21,, خبر الوقعه بين منصور بن جعفر وصاحب الزنج,10.39.6.0
21,, خبر مقتل شاهين بن بسطام وهزيمه ابراهيم بن سيما,10.39.7.0
21,, ذكر خبر دخول الزنج البصره هذا العام,10.39.8.0
21,, ذكر الخبر عن الحرب بين محمد المولد والزنج,10.39.9.0
21,, ثم دخلت سنة ثمان وخمسين ومائتين,10.40.0.0
21,, ذكر الخبر عما كان فيها من الأمور الجليلة,10.40.1.0
21,, ذكر الخبر عن قتل منصور بن جعفر الخياط,10.40.2.0
21,, ذكر الخبر عن قتل مفلح,10.40.3.0
21,, ذكر خبر اسر يحيى بن محمد البحرانى ثم قتله,10.40.4.0
21,, ذكر خبر انحياز ابى احمد بن المتوكل الى واسط,10.40.5.0
21,, [أخبار متفرقة],10.40.6.0
21,, ثم دخلت سنة تسع وخمسين ومائتين,10.41.0.0
21,, ذكر الخبر عما كان فيها من الأحداث,10.41.1.0
21,, ذكر الخبر عن مقتل كنجور,10.41.2.0
21,, ذكر خبر دخول المهلبى ويحيى بن خلف سوق الاهواز,10.41.3.0
21,, شخوص موسى بن بغا لحرب صاحب الزنج,10.41.4.0
21,, ذكر الخبر عن دخول يعقوب بن الليث نيسابور,10.41.5.0
21,, [أخبار متفرقة],10.41.6.0
21,, ثم دخلت سنة ستين ومائتين,10.42.0.0
21,, ذكر الخبر عما كان فيها من الأحداث,10.42.1.0
21,, خبر الوقعه بين يعقوب بن الليث والحسن بن زيد الطائي,10.42.2.0
21,, ذكر خبر مقتل العلاء بن احمد الأزدي,10.42.3.0
21,, ثم دخلت سنة إحدى وستين ومائتين,10.43.0.0
21,, ذكر الخبر عما كان فيها من الأحداث,10.43.1.0
21,, ذكر خبر وقعه كانت برامهرمز في هذا العام,10.43.2.0
21,, ثم دخلت سنة اثنتين وستين ومائتين,10.44.0.0
21,, (ذكر الخبر عما كان فيها من الأحداث),10.44.1.0
21,, ذكر خبر دخول يعقوب بن الليث رامهرمز,10.44.2.0
21,, ذكر خبر توجه رجال الزنج الى البطيحة ودست ميسان,10.44.3.0
21,, ذكر خبر الوقعه بين الزنج واحمد بن ليثويه,10.44.4.0
21,, ثم دخلت سنة ثلاث وستين ومائتين,10.45.0.0
21,, ذكر الخبر عما كان فيها من الأحداث,10.45.1.0
21,, ذكر الوقعه بين ابن ليثويه مع أخي على بن ابان,10.45.2.0
21,, ذكر الخبر عما كان من أمر الصفار هنالك في هذه السنة:,10.45.3.0
21,, [أخبار متفرقة],10.45.4.0
21,, ثم دخلت سنة أربع وستين ومائتين,10.46.0.0
21,, ذكر الخبر عما كان فيها من الأحداث,10.46.1.0
21,, خبر ms4631 اسر الروم لعبد الله بن رشيد,10.46.2.0
21,, ذكر خبر الوقعه بين محمد المولد وقائد الزنج,10.46.3.0
21,," ذكر الخبر عن السبب الذي من أجله تهيأ للزنج دخول واسط، وذكر الخبر عن الأحداث الجليلة في سنة أربع وستين ومائتين:",10.46.4.0
21,, ذكر خبر خروج سليمان بن وهب من بغداد إلى سامرا,10.46.5.0
21,, [أخبار متفرقة],10.46.6.0
21,, ثم دخلت سنة خمس وستين ومائتين,10.47.0.0
21,, (ذكر الخبر عما كان فيها من الأحداث),10.47.1.0
21,, ذكر الوقعه بين احمد بن ليثويه وسليمان قائد الزنج,10.47.2.0
21,, [أخبار متفرقة],10.47.3.0
21,, ذكر خبر شخوص تكين البخارى الى الاهواز,10.47.4.0
21,, [أخبار متفرقة],10.47.5.0
21,, ثم دخلت سنة ست وستين ومائتين,10.48.0.0
21,, ذكر الخبر عما كان فيها من الأحداث,10.48.1.0
21,, ذكر الخبر ms4646 عن الفتنة بين الجعفرية والعلوية,10.48.2.0
21,, [أخبار متفرقة],10.48.3.0
21,, [ذكر خبر دخول اصحاب قائد الزنج رامهرمز],10.48.4.0
21,, ذكر الخبر عن وقعه اكراد داربان مع صاحب الزنج,10.48.5.0
21,, ثم دخلت سنة سبع وستين ومائتين,10.49.0.0
21,, ذكر الخبر عما كان فيها من الأحداث,10.49.1.0
21,, ذكر خبر غلبه ابى العباس بن الموفق على سليمان بن جامع,10.49.2.0
21,, ذكر الخبر عن سبب دخول أبي أحمد وأصحابه طهيثا ومقتل الجبائي,10.49.3.0
21,, ذكر خبر مقتل صندل الزنجي,10.49.4.0
21,, ذكر خبر استئمان الزنج الى ابى احمد,10.49.5.0
21,, ذكر خبر الإيقاع بالزنج في هذا العام,10.49.6.0
21,, ذكر خبر الوقعه مع الزنج بنهر ابن عمر,10.49.7.0
21,, خبر عبور الموفق الى مدينه صاحب الزنج لحربه,10.49.8.0
21,, ثم دخلت سنة ثمان وستين ومائتين,10.50.0.0
21,, (ذكر الخبر عما كان فيها من الأحداث),10.50.1.0
21,, ذكر خبر استئمان جعفر بن ابراهيم الى ابى احمد الموفق,10.50.2.0
21,, ذكر خبر عبور الموفق الى مدينه الزنج,10.50.3.0
21,, ذكر وقعه ابى العباس بمن كان يمد الزنج من الاعراب,10.50.4.0
21,, [أخبار متفرقة],10.50.5.0
21,, ذكر خبر إيقاع رشيق بمن اعان الزنج من تميم,10.50.6.0
21,, ذكر الخبر عن قتل بهبوذ بن عبد الوهاب,10.50.7.0
21,, [أخبار متفرقة],10.50.8.0
21,, ثم دخلت سنة تسع وستين ومائتين,10.51.0.0
21,, ذكر الخبر عما كان فيها من الأحداث,10.51.1.0
21,, ذكر خبر اصابه الموفق,10.51.2.0
21,, ذكر عزم المعتمد على اللحاق بمصر,10.51.3.0
21,, [أخبار متفرقة],10.51.4.0
21,, ذكر الخبر عن احراق قصر صاحب الزنج,10.51.5.0
21,, ذكر الخبر عن غرق نصير المعروف بابى حمزه,10.51.6.0
21,, [أخبار متفرقة],10.51.7.0
21,, [ذكر الخبر عن الوقعه التي كانت بين الموفق وبين الزنج],10.51.8.0
21,, خبر انتقال صاحب الزنج الى شرقى نهر ابى الخصيب,10.51.9.0
21,, ذكر الخبر عن حاله وحال أصحابه وما آل إليه أمرهم عند انتقاله من الجانب الغربي,10.51.10.0
21,, ذكر خبر دخول الموفق مدينه صاحب الزنج,10.51.11.0
21,, ذكر طلب رؤساء صاحب الزنج الامان,10.51.12.0
21,, خبر دخول الموفق مدينه صاحب الزنج وتخريب داره,10.51.13.0
21,, [أخبار متفرقة],10.51.14.0
21,, ثم دخلت سنة سبعين ومائتين,10.52.0.0
21,, (ذكر الخبر عما كان فيها من الأحداث الجليلة),10.52.1.0
21,, ذكر الخبر عن قتل صاحب الزنج واسر من معه,10.52.2.0
21,, ذكر خبر استئمان درمويه الزنجي الى ابى احمد,10.52.3.0
21,, الجزء العاشر,11.0.0.0
21,, ثم دخلت سنة إحدى وسبعين ومائتين,11.1.0.0
21,, ذكر الخبر عما كان فيها من الأحداث الجليلة:,11.1.1.0
21,, ثم دخلت سنة اثنتين وسبعين ومائتين,11.2.0.0
21,, ثم دخلت سنه ثلاث وسبعين ومائتين,11.3.0.0
21,, (ذكر الخبر عما كان فيها من الأحداث),11.3.1.0
21,, ثم دخلت سنه اربع وسبعين ومائتين,11.4.0.0
22,سنة 276 - سنة 302 من الهجرة, (ذكر الخبر عما كان فيها من الأحداث),11.4.1.0
22,, ثم دخلت سنه خمس وسبعين ومائتين,11.5.0.0
22,, (ذكر الخبر عما كان فيها من الأحداث),11.5.1.0
22,, ثم دخلت سنه ست وسبعين ومائتين,11.6.0.0
22,, (ذكر الخبر عما كان فيها من الأحداث),11.6.1.0
22,, ثم دخلت سنه سبع وسبعين ومائتين,11.7.0.0
22,, (ذكر الخبر عن الأحداث التي كانت فيها),11.7.1.0
22,, ثم دخلت سنه ثمان وسبعين ومائتين,11.8.0.0
22,, ذكر الخبر عما كان فيها من الأحداث,11.8.1.0
22,, ذكر الخبر عن مرض ابى احمد الموفق ثم موته,11.8.2.0
22,, ذكر خبر البيعه للمعتضد بولاية العهد,11.8.3.0
22,, ذكر ابتداء امر القرامطة,11.8.4.0
22,, ذكر خبر غزو الروم ووفاه يازمان في هذه الغزوة,11.8.5.0
22,, ثم دخلت سنه تسع وسبعين ومائتين,11.9.0.0
22,, ذكر الخبر عما كان فيها من الأحداث,11.9.1.0
22,, ذكر خبر الفتنة بطرسوس,11.9.2.0
22,, خبر وفاه المعتمد,11.9.3.0
22,, خلافه المعتضد,11.9.4.0
22,, [أخبار متفرقة],11.9.5.0
22,, ثم دخلت سنه ثمانين ومائتين,11.10.0.0
22,, ذكر الخبر عن الأحداث التي كانت فيها,11.10.1.0
22,, ذكر خبر قصد المعتضد بنى شيبان وصلحه معهم,11.10.2.0
22,, [أخبار متفرقة],11.10.3.0
22,, ثم دخلت سنه احدى وثمانين ومائتين,11.11.0.0
22,, ذكر الخبر عما كان فيها من الأحداث,11.11.1.0
22,, ذكر خبر الوقعه بين الأكراد والاعراب,11.11.2.0
22,, ثم دخلت سنه اثنتين وثمانين ومائتين,11.12.0.0
22,, (ذكر الاحداث التي كانت فيها),11.12.1.0
22,, ذكر امر النيروز المعتضدي,11.12.2.0
22,, ذكر امر المعتضد مع حمدان بن حمدون,11.12.3.0
22,, [أخبار متفرقة],11.12.4.0
22,, ثم دخلت سنه ثلاث وثمانين ومائتين,11.13.0.0
22,, (ذكر الخبر عما كان فيها من الأحداث),11.13.1.0
22,, خبر هارون الشاري والظفر ms4774 به,11.13.2.0
22,, خبر حصر الصقالبه القسطنطينية,11.13.3.0
22,, خلاف جند جيش بن خمارويه عليه,11.13.4.0
22,, ذكر الفداء بين المسلمين والروم,11.13.5.0
22,, ذكر امر المعتضد مع عمر بن عبد العزيز بن ابى دلف وأخيه بكر,11.13.6.0
22,, ثم دخلت سنه اربع وثمانين ومائتين,11.14.0.0
22,, ذكر الخبر عما كان فيها من الأحداث الجليلة,11.14.1.0
22,, ذكر كتاب المعتضد في شان بنى اميه,11.14.2.0
,, [أخبار متفرقة],11.14.3.0
22,, ثم دخلت سنه خمس وثمانين ومائتين,11.15.0.0
22,, ذكر الخبر عما كان فيها من الأحداث,11.15.1.0
22,, ثم دخلت سنه ست وثمانين ومائتين,11.16.0.0
22,, ذكر الخبر عما كان فيها من الأحداث الجليلة,11.16.1.0
22,, ثم دخلت سنه سبع وثمانين ومائتين,11.17.0.0
22,, ذكر الخبر عما كان فيها من الأحداث,11.17.1.0
22,, خروج العباس بن عمرو الغنوي من البصره,11.17.2.0
22,, ذكر الخبر عن مقتل محمد بن زيد العلوي,11.17.3.0
22,, ثم دخلت سنه ثمان وثمانين ومائتين,11.18.0.0
22,, (ذكر الخبر عما كان فيها من الأحداث),11.18.1.0
22,, ثم دخلت سنه تسع وثمانين ومائتين,11.19.0.0
22,, (ذكر الخبر عن الكائن فيها من الأمور),11.19.1.0
22,, خلافه المكتفي بالله,11.19.2.0
22,, ذكر الخبر عن مقتل بدر غلام المعتضد,11.19.3.0
22,, ذكر باقى الكائن من الأمور ms4816 الجليله في سنه تسع وثمانين ومائتين,11.19.4.0
22,, ذكر خبر هذا الرجل الذى ظهر بالشام وما كان من سبب ظهوره بها,11.19.5.0
22,, ثم دخلت سنه تسعين ومائتين,11.20.0.0
22,, (ذكر الخبر عن الأحداث التي كانت فيها),11.20.1.0
22,, ثم دخلت سنه احدى وتسعين ومائتين,11.21.0.0
22,, (ذكر الخبر عما كان فيها من الأمور الجليله),11.21.1.0
22,, ذكر خبر الوقعه بين اصحاب السلطان وصاحب الشامة,11.21.2.0
22,, [أخبار متفرقة],11.21.3.0
22,, ثم دخلت سنه اثنتين وتسعين ومائتين,11.22.0.0
22,, (ذكر ما كان فيها من الأحداث الجليلة),11.22.1.0
22,, ثم دخلت سنه ثلاث وتسعين ومائتين,11.23.0.0
22,, ذكر الخبر عما كان فيها من الأحداث,11.23.1.0
22,, ذكرا الخبر عن ظهور أخي الحسين بن زكرويه,11.23.2.0
22,, عاد الخبر الى ما كان من امر أخي ابن زكرويه,11.23.3.0
22,, [أخبار متفرقة],11.23.4.0
22,, ثم دخلت سنه اربع وتسعين ومائتين,11.24.0.0
22,, ذكر الخبر عما كان فيها من الأحداث الجليله,11.24.1.0
22,, خبر زكرويه بن مهرويه القرمطى,11.24.2.0
22,, [أخبار متفرقة],11.24.3.0
22,, ثم دخلت سنه خمس وتسعين ومائتين,11.25.0.0
22,, (ذكر الخبر عما كان فيها من الأحداث),11.25.1.0
22,, خلافه المقتدر بالله,11.25.2.0
22,, ثم دخلت سنه ست وتسعين ومائتين,11.26.0.0
22,, (ذكر الخبر عما كان فيها من الأحداث),11.26.1.0
22,, ثم دخلت سنه سبع وتسعين ومائتين,11.27.0.0
22,, (ذكر الخبر عما كان فيها من الأحداث),11.27.1.0
22,, ثم دخلت سنه ثمان وتسعين ومائتين,11.28.0.0
22,, (ذكر الخبر عما كان فيها من الأحداث),11.28.1.0
22,, ثم دخلت سنه تسع وتسعين ومائتين,11.29.0.0
22,, (ذكر الخبر عما كان فيها من الأحداث),11.29.1.0
22,, ثم دخلت سنه ثلاثمائة,11.30.0.0
22,, (ذكر الخبر عما كان فيها من الأحداث),11.30.1.0
22,, ثم دخلت سنه احدى وثلاثمائة,11.31.0.0
23,صلة تأريخ الطبري لعريب بن القرطبي و تكملة تاريخ الطبري لمحمد بن عبد الملك الهمذاني والمنتخب من كتاب ذيل المذيل من تاريخ الصحابة والتابعين تصنيف محمد بن جرير الطبري (وهي الكتب غير تأريخ للطبري ومضاف على يد المحقق), (ذكر الخبر عما كان فيها من الأحداث),11.31.1.0
23,, ثم دخلت سنه اثنتين وثلاثمائة,11.32.0.0
23,, (ذكر الخبر عما كان فيها من الأحداث),11.32.1.0
23,, الجزء الحادي عشر,12.0.0.0
23,, صلة تاريخ الطبري لعريب بن سعد القرطبي,12.1.0.0
23,, ثم دخلت سنة احدى وتسعين ومائتين,12.1.1.0
23,, (ذكر ما دار في هذه السنه من اخبار بنى العباس),12.1.1.1
23,, (ذكر اخبار القرامطة وقتل صاحب الشامة),12.1.1.2
23,, ثم دخلت سنه اثنتين وتسعين ومائتين,12.1.2.0
23,, (ذكر ما دار في هذه السنه من اخبار بنى العباس),12.1.2.1
