Column1,Column2
### || (تعليم جبريل الرسول صلى الله عليه وسلم الوضوء والصلاة) :,59.2.0.0.0
### || (تعليم الرسول صلى الله عليه وسلم خديجة الوضوء والصلاة) :,59.3.0.0.0
### || (تعيين جبريل أوقات الصلاة للرسول صلى الله عليه وسلم) :,59.4.0.0.0
### | ذكر أن علي بن أبي طالب رضي الله عنه أول ذكر أسلم,60.0.0.0.0
### || (نشأته في حجر الرسول صلى الله عليه وسلم وسبب ذلك) :,60.1.0.0.0
"### || (خروج علي مع رسول الله صلى الله عليه وسلم إلى شعاب مكة يصليان، ووقوف أبي طالب على أمرهما) :",60.2.0.0.0
### | إسلام زيد بن حارثة ثانيا,61.0.0.0.0
### || (نسبه وسبب تبني رسول الله صلى الله عليه وسلم له) :,61.1.0.0.0
"### || (شعر حارثة حين فقد ابنه زيدا، وقدومه على الرسول صلى الله عليه وسلم يسأله رده عليه) :",61.2.0.0.0
### | إسلام أبي بكر الصديق رضي الله عنه وشأنه,62.0.0.0.0
### || (نسبه) :,62.1.0.0.0
### || (إسلامه) :,62.2.0.0.0
"### || (منزلته في قريش، ودعوته للإسلام) :",62.3.0.0.0
### | ذكر من أسلم من الصحابة بدعوة أبي بكر رضي الله عنه,63.0.0.0.0
"### || (إسلام عثمان، والزبير وعبد الرحمن وسعد وطلحة) :",63.1.0.0.0
"### || (إسلام أبي عبيدة، وأبي سلمة، والأرقم، وأبناء مظعون، وعبيدة ابن الحارث، وسعيد بن زيد وامرأته، وأسماء ms144، وعائشة، وخباب) :",63.2.0.0.0
### || (إسلام عمير وابن مسعود وابن القاري) :,63.3.0.0.0
### || (شيء عن القارة) :,63.4.0.0.0
"### || (إسلام سليط ms145 وأخيه، وعياش وامرأته، وخنيس، وعامر) :",63.5.0.0.0
"### || (إسلام ابني جحش، وجعفر وامرأته، وأولاد الحارث ونسائهم، والسائب، والمطلب وامرأته) :",63.6.0.0.0
### || (إسلام نعيم ونسبه) :,63.7.0.0.0
### || (إسلام عامر بن فهيرة ونسبه) :,63.8.0.0.0
### || (إسلام خالد بن سعيد وامرأته أمينة) :,63.9.0.0.0
"### || (إسلام حاطب وأبي حذيفة وإسلام واقد، وشيء عنه) :",63.10.0.0.0
"### || (إسلام بني البكير، وعمار بن ياسر) :",63.11.0.0.0
### || (إسلام صهيب ونسبه) :,63.12.0.0.0
"### | مباداة رسول الله صلى الله عليه وسلم قومه، وما كان منهم",64.0.0.0.0
### || (أمر الله له صلى الله عليه وسلم بمباداة قومه) :,64.1.0.0.0
### || (تفسير ابن هشام لبعض المفردات) :,64.2.0.0.0
"### || (خروج الرسول صلى الله عليه وسلم بأصحابه إلى شعاب مكة، وما فعله سعد) :",64.3.0.0.0
"### || (إظهار قومه صلى الله عليه وسلم العداوة له، وحدب عمه أبي طالب عليه)",64.4.0.0.0
### || (وفد قريش مع أبي طالب في شأن الرسول صلى الله عليه وسلم) :,64.5.0.0.0
"### || (استمرار رسول الله صلى الله عليه وسلم في دعوته، ورجوع وفد قريش إلى أبي طالب ثانية) :",64.6.0.0.0
### || (طلب أبي طالب إلى الرسول صلى الله عليه وسلم الكف عن الدعوة وجوابه له) :,64.7.0.0.0
### || (مشي قريش إلى أبي طالب ثالثة بعمارة بن الوليد المخزومي) :,64.8.0.0.0
### || (شعر أبي طالب في التعريض بالمطعم ومن خذله من بني عبد مناف) :,64.9.0.0.0
### || (ذكر ما فتنت به قريش المؤمنين وعذبتهم على الإيمان) :,64.10.0.0.0
### || (شعر أبي طالب في مدح قومه لحدبهم عليه) :,64.11.0.0.0
### | تحير الوليد بن المغيرة فيما يصف به القرآن,65.0.0.0.0
"### || (اجتماعه بنفر من قريش ليبيتوا ضد النبي صلى الله عليه وسلم، واتفاق قريش أن يصفوا الرسول صلى الله عليه وسلم بالساحر، وما أنزل الله فيهم) :",65.1.0.0.0
### || (ما أنزل الله في النفر الذين كانوا مع المغيرة) :,65.2.0.0.0
### || (تفرق النفر في قريش يشوهون رسالة الرسول صلى الله عليه وسلم) :,65.3.0.0.0
### || (شعر أبي طالب في استعطاف قريش) :,65.4.0.0.0
"### || (دعا صلى الله عليه وسلم للناس حين أقحطوا، فنزل المطر، وود لو أن أبا طالب حي، فرأى ذلك) :",65.5.0.0.0
### || (الأسماء التي وردت في قصيدة أبي طالب) :,65.6.0.0.0
"### || (انتشار ذكر الرسول في القبائل، ولا سيما في الأوس والخزرج) :",65.7.0.0.0
### || (نسب أبي قيس بن الأسلت) :,65.8.0.0.0
### || (شعر ابن الأسلت في الدفاع عن الرسول صلى الله عليه وسلم) :,65.9.0.0.0
### || (حرب داحس) :,65.10.0.0.0
### || (حرب حاطب) :,65.11.0.0.0
### || (شعر حكيم بن أمية في صد قومه عن عداوة النبي صلى الله عليه وسلم) :,65.12.0.0.0
### | ذكر لقى رسول الله صلى الله عليه وسلم من قومه,66.0.0.0.0
### || (سفهاء قريش ورميه صلى الله عليه وسلم بالسحر والجنون) :,66.1.0.0.0
### || (حديث ابن العاص عن أكثر ما رأى قريشا نالته من رسول الله صلى الله عليه وسلم) :,66.2.0.0.0
### || (بعض ما نال أبا بكر في سبيل الرسول صلى الله عليه وسلم) :,66.3.0.0.0
### || (أشد ما أوذي به الرسول صلى الله عليه وسلم) :,66.4.0.0.0
### | إسلام حمزة رحمه الله,67.0.0.0.0
"### || (أذاة أبي جهل للرسول صلى الله عليه وسلم، ووقوف حمزة على ذلك) :",67.1.0.0.0
### || (إيقاع حمزة بأبي جهل وإسلامه) :,67.2.0.0.0
### | قول عتبة بن ربيعة في أمر رسول الله صلى الله عليه وسلم,68.0.0.0.0
### || (ما دار بين عتبة وبين رسول الله صلى الله عليه وسلم) :,68.1.0.0.0
### || (ما أشار به عتبة على أصحابه) :,68.2.0.0.0
"### | ما دار بين رسول الله صلى الله عليه وسلم وبين رؤساء قريش، وتفسير لسورة الكهف",69.0.0.0.0
### || (استمرار قريش على تعذيب من أسلم) :,69.1.0.0.0
### || (حديث رؤساء قريش مع الرسول صلى الله عليه وسلم) :,69.2.0.0.0
### || (حديث عبد الله بن أبي أمية مع رسول الله صلى الله عليه وسلم) :,69.3.0.0.0
### || (ما توعد به أبو جهل رسول الله صلى الله عليه وسلم) :,69.4.0.0.0
### || (ما حدث لأبي جهل حين هم بإلقاء الحجر على الرسول صلى الله عليه وسلم) :,69.5.0.0.0
### || (نصيحة النضر لقريش بالتدبر فيما جاء به الرسول صلى الله عليه وسلم) :,69.6.0.0.0
### || (ما كان يؤذي به النضر بن الحارث رسول الله صلى الله عليه وسلم) :,69.7.0.0.0
### || (أرسلت قريش النضر وابن أبي معيط إلى أحبار يهود يسألانهم عن محمد صلى الله عليه وسلم) :,69.8.0.0.0
### || (سؤال قريش له صلى الله عليه وسلم عن أسئلة وإجابته لهم) :,69.9.0.0.0
### || (ما أنزل الله في قريش حين سألوا رسول الله صلى الله عليه وسلم فغاب عنه الوحي مدة) :,69.10.0.0.0
### || (ما أنزله الله تعالى في قصة أصحاب الكهف) :,69.11.0.0.0
### || (ما أنزل الله تعالى في خبر الرجل الطواف) :,69.12.0.0.0
### || (ما أنزل الله تعالى في أمر الروح) :,69.13.0.0.0
### || (سؤال يهود المدينة للرسول صلى الله عليه وسلم عن المراد من قوله تعالى: وما أوتيتم من العلم إلا قليلا 17: 85.) :,69.14.0.0.0
### || (ما أنزل الله تعالى بشأن طلبهم تسيير الجبال) :,69.15.0.0.0
### || (ما أنزله الله تعالى ردا على قولهم للرسول صلى الله عليه وسلم: خذ لنفسك) :,69.16.0.0.0
### || (ما أنزله تعالى ردا على قول ابن أبي أمية) :,69.17.0.0.0
### || (ما أنزله الله تعالى ردا على قولهم: إنما يعلمك رجل باليمامة) :,69.18.0.0.0
### || (ما أنزله تعالى في أبي جهل وما هم به) :,69.19.0.0.0
"### || (ما أنزله تعالى فيما عرضوه عليه، عليه الصلاة والسلام من أموالهم) :",69.20.0.0.0
### || (استكبار قريش عن أن يؤمنوا بالرسول صلى الله عليه وسلم) :,69.21.0.0.0
### || (تهكم أبي جهل بالرسول صلى الله عليه وسلم وتنفير الناس عنه) :,69.22.0.0.0
### || (سبب نزول آية: ولا تجهر 17: 110 ... إلخ) :,69.23.0.0.0
### | أول من جهر بالقرآن,70.0.0.0.0
### || (عبد الله بن مسعود وما ناله من قريش في سبيل جهره بالقرآن) :,70.1.0.0.0
### | قصة استماع قريش إلى قراءة النبي صلى الله عليه وسلم,71.0.0.0.0
"### || (أبو سفيان وأبو جهل والأخنس، وحديث استماعهم للرسول صلى الله عليه وسلم) :",71.1.0.0.0
### || (ذهاب الأخنس إلى أبي سفيان يسأله عن معنى ما سمع) :,71.2.0.0.0
### || (ذهاب الأخنس إلى أبي جهل يسأله عن معنى ما سمع) :,71.3.0.0.0
"### || (تعنت قريش في عدم استماعهم للرسول صلى الله عليه وسلم، وما أنزله تعالى) :",71.4.0.0.0
### | ذكر عدوان المشركين على المستضعفين ممن أسلم بالأذى والفتنة,72.0.0.0.0
### || (قسوة قريش على من أسلم) :,72.1.0.0.0
"### || (ما كان يلقاه بلال بعد إسلامه، وما فعله أبو بكر في تخليصه) :",72.2.0.0.0
### || (من أعتقهم أبو بكر مع بلال) :,72.3.0.0.0
### || (لام أبو قحافة ابنه ms186 لعتقه من أعتق فرد عليه) :,72.4.0.0.0
"### || (تعذيب قريش لابن ياسر، وتصبير رسول الله صلى الله عليه وسلم له) :",72.5.0.0.0
### || (ما كان يعذب به أبو جهل من أسلم) :,72.6.0.0.0
### || (سئل ابن عباس عن عذر من امتنع عن الإسلام لسبب تعذيبه فأجاز) :,72.7.0.0.0
"### || (رفض هشام تسليم أخيه لقريش ليقتلوه على إسلامه، وشعره في ذلك) :",72.8.0.0.0
### | ذكر الهجرة الأولى إلى أرض الحبشة,73.0.0.0.0
### || (إشارة رسول الله صلى الله عليه وسلم على أصحابه بالهجرة) :,73.1.0.0.0
### || (من هاجروا الهجرة الأولى إلى الحبشة) :,73.2.0.0.0
### || (من خرج إلى أرض الحبشة من بني هاشم) :,73.3.0.0.0
### || (من خرج إلى أرض الحبشة من بني أمية) :,73.4.0.0.0
### || (من هاجر إلى الحبشة من بني أسد) :,73.5.0.0.0
### || (من رحل إلى الحبشة من بني عبد شمس) :,73.6.0.0.0
### || (من رحل إلى الحبشة من بني نوفل) :,73.7.0.0.0
### || (من رحل إلى الحبشة من بني أسد) :,73.8.0.0.0
### || (من رحل إلى الحبشة من بني عبد بن قصي) :,73.9.0.0.0
### || (من رحل إلى الحبشة من بني عبد الدار بن قصي) :,73.10.0.0.0
### || (من رحل إلى الحبشة من بني زهرة) :,73.11.0.0.0
### || (من رحل إلى الحبشة من بني هذيل) :,73.12.0.0.0
### || (من رحل إلى الحبشة من بهراء) :,73.13.0.0.0
### || (من رحل إلى الحبشة من بني تيم) :,73.14.0.0.0
### || (من رحل إلى الحبشة من بني مخزوم) :,73.15.0.0.0
### || (اسم الشماس وشيء عنه) :,73.16.0.0.0
### || (من هاجر إلى الحبشة من حلفاء بني مخزوم) :,73.17.0.0.0
### || (من هاجر إلى الحبشة من بني جمح) :,73.18.0.0.0
### || (من هاجر إلى الحبشة من بني سهم) :,73.19.0.0.0
### || (من هاجر إلى الحبشة من بني عدي) :,73.20.0.0.0
### || (من هاجر إلى الحبشة من بني عامر) :,73.21.0.0.0
### || (من هاجر إلى الحبشة من بني الحارث) :,73.22.0.0.0
### || (عدد المهاجرين إلى الحبشة) :,73.23.0.0.0
### || (شعر عبد الله بن الحارث في الهجرة إلى الحبشة) :,73.24.0.0.0
### || (شعر عثمان بن مظعون في ذلك) :,73.25.0.0.0
### | إرسال قريش إلى الحبشة في طلب المهاجرين إليها,74.0.0.0.0
### || (رسولا قريش إلى النجاشي لاسترداد المهاجرين) :,74.1.0.0.0
### || (شعر أبي طالب للنجاشي يحضه على الدفع عن المهاجرين) :,74.2.0.0.0
### || (حديث أم سلمة عن رسولي قريش مع النجاشي) :,74.3.0.0.0
"### || (إحضار النجاشي للمهاجرين، وسؤاله لهم عن دينهم، وجوابهم عن ذلك) :",74.4.0.0.0
### || (مقالة المهاجرين في عيسى عليه السلام عند النجاشي) :,74.5.0.0.0
### || (فرح المهاجرين بنصرة النجاشي على عدوه) :,74.6.0.0.0
### | قصة تملك النجاشي على الحبشة,75.0.0.0.0
"### || (قتل أبي النجاشي، وتولية عمه) :",75.1.0.0.0
"### || (غلبة النجاشي عمه على أمره، وسعي الأحباش لإبعاده) :",75.2.0.0.0
### || (توليه الملك برضا الحبشة) :,75.3.0.0.0
### || (حديث التاجر الذي ابتاع النجاشي) :,75.4.0.0.0
### | خروج الحبشة على النجاشي,76.0.0.0.0
