heading_text,ID_novols
ذكر ظفر بغا بإسحاق بن اسماعيل وإحراقه مدينه تفليس,309.2.0.0.0
ذكر مقدم الروم بمراكبهم الى دمياط,309.3.0.0.0
ثم دخلت سنة تسع وثلاثين ومائتين,310.0.0.0.0
(ذكر الخبر عما كان فيها من الأحداث),310.1.0.0.0
ثم دخلت سنة أربعين ومائتين,311.0.0.0.0
(ذكر الخبر عما كان فيها من الأحداث),311.1.0.0.0
ذكر الخبر عن وثوب اهل حمص بعاملهم,311.2.0.0.0
[أخبار متفرقة],311.3.0.0.0
ثم دخلت سنة إحدى وأربعين ومائتين,312.0.0.0.0
(ذكر الخبر عما كان فيها من الأحداث),312.1.0.0.0
ذكر الخبر عن وثوب اهل حمص بعاملهم مره اخرى,312.2.0.0.0
ذكر الخبر عن ضرب عيسى بن جعفر وما آل ms4346 اليه امره,312.3.0.0.0
خبر الفداء بين المسلمين والروم في هذه السنه,312.4.0.0.0
ذكر غاره البجه على حرس من ارض مصر,312.5.0.0.0
ثم دخلت سنة اثنتين وأربعين ومائتين,313.0.0.0.0
(ذكر الخبر عما كان فيها من الأحداث),313.1.0.0.0
ذكر احداث الزلازل بالبلاد,313.2.0.0.0
ذكر خروج الروم من ناحيه شمشاط,313.3.0.0.0
ثم دخلت سنة ثلاث وأربعين ومائتين,314.0.0.0.0
(ذكر الخبر عما كان فيها من الأحداث),314.1.0.0.0
ثم دخلت سنة أربع وأربعين ومائتين,315.0.0.0.0
(ذكر الخبر عما كان فيها من الأحداث),315.1.0.0.0
ثم دخلت سنة خمس وأربعين ومائتين,316.0.0.0.0
(ذكر الخبر عما كان فيها من الأحداث),316.1.0.0.0
ذكر خبر بناء الماحوزه,316.2.0.0.0
ذكر الخبر عن هلاك نجاح بن سلمه,316.3.0.0.0
غاره الروم على سميساط,316.4.0.0.0
ثم دخلت سنة ست وأربعين ومائتين,317.0.0.0.0
ذكر الخبر عما كان فيها من الأحداث,317.1.0.0.0
ذكر خبر الفداء بين الروم والمسلمين في هذه السنة,317.2.0.0.0
ثم دخلت سنة سبع وأربعين ومائتين,318.0.0.0.0
(ذكر الخبر عما كان فيها من الأحداث),318.1.0.0.0
ذكر الخبر عن مقتل المتوكل,318.2.0.0.0
ذكر الخبر عن بعض أمور المتوكل وسيرته:,318.3.0.0.0
خلافه المنتصر محمد بن جعفر,318.4.0.0.0
[أخبار متفرقة],318.5.0.0.0
ثم دخلت سنة ثمان وأربعين ومائتين,319.0.0.0.0
(ذكر الخبر عما كان فيها من الأحداث),319.1.0.0.0
ذكر غزاه وصيف التركى الروم,319.2.0.0.0
ذكر خبر خلع المعتز والمؤيد أنفسهما,319.3.0.0.0
نسخة كتاب المنتصر بالله إلى أبي العباس محمد بن عبد الله,319.4.0.0.0
ذكر الخبر عن وفاه المنتصر,319.5.0.0.0
ذكر بعض سيره,319.6.0.0.0
خلافة أحمد بن محمد بن المعتصم وهو المستعين ويكنى أبا العباس,319.7.0.0.0
ثم دخلت سنة تسع وأربعين ومائتين,320.0.0.0.0
ذكر الخبر عما كان فيها من الأحداث,320.1.0.0.0
خبر قتل على بن يحيى الأرمني,320.2.0.0.0
شغب الجند والشاكريه ببغداد,320.3.0.0.0
ذكر خبر قتل اوتامش وكاتبه,320.4.0.0.0
مقتل على بن الجهم,320.5.0.0.0
ثم دخلت سنة خمسين ومائتين,321.0.0.0.0
ذكر الخبر عما كان فيها من الأحداث,321.1.0.0.0
ظهور يحيى بن عمر الطالبي ثم مقتله,321.2.0.0.0
ذكر خبر خروج الحسن بن زيد العلوي,321.3.0.0.0
[أخبار متفرقة],321.4.0.0.0
ثم دخلت سنة إحدى وخمسين ومائتين,322.0.0.0.0
(ذكر الخبر عما كان فيها من الأحداث),322.1.0.0.0
ذكر خبر قتل باغر التركى,322.2.0.0.0
وقوع الفتنة ببغداد بين أهلها وبين جند السلطان,322.3.0.0.0
ذكر خبر المدائن في هذه الفتنة,322.4.0.0.0
ذكر الخبر عن أمر الأنبار وما كان فيها من هذه الفتنة ,322.5.0.0.0
خروج الحسين بن محمد الطالبي وما آل اليه امره,322.6.0.0.0
[أخبار متفرقة],322.7.0.0.0
ذكر خبر قتل بالفردل,322.8.0.0.0
ذكر خبر هزيمه الاتراك ببغداد,322.9.0.0.0
خبر وقعه ابى السلاسل مع المغاربه,322.10.0.0.0
ذكر خبر وقوع الصلح بين الموالي وابن طاهر,322.11.0.0.0
ذكر بدء عزم ابن طاهر على خلع المستعين والبيعه للمعتز,322.12.0.0.0
خروج العامه ونصره المستعين على ابن طاهر,322.13.0.0.0
ذكر خبر انتقال المستعين الى دار رزق الخادم بالرصافة,322.14.0.0.0
ذكر بدء المفاوضه في امر خلع المستعين,322.15.0.0.0
ذكر خبر خروج اسماعيل ms4470 بن يوسف بمكة,322.16.0.0.0
ثم دخلت سنة اثنتين وخمسين ومائتين,323.0.0.0.0
(ذكر الخبر عما كان فيها من الأحداث),323.1.0.0.0
ذكر خبر خلع المستعين وبيعه المعتز,323.2.0.0.0
ذكر خبر قتل شريح الحبشي,323.3.0.0.0
ذكر حال بغا ووصيف,323.4.0.0.0
ذكر الفتنة بين جند بغداد وأصحاب محمد بن عبد الله بن طاهر,323.5.0.0.0
ذكر الخبر عن خلع المؤيد ثم موته,323.6.0.0.0
ذكر الخبر عن مقتل المستعين,323.7.0.0.0
امر المعتز مع اهل بغداد,323.8.0.0.0
وقوع الفتنة بين الاتراك والمغاربه,323.9.0.0.0
ذكر خبر حمل الطالبيين من بغداد الى سامرا,323.10.0.0.0
ثم دخلت سنه ثلاث وخمسين ومائتين,324.0.0.0.0
ذكر الخبر عما كان فيها من الأحداث,324.1.0.0.0
ذكر خبر أخذ الكرج من ابن ابى دلف,324.2.0.0.0
ذكر الخبر عن قتل وصيف,324.3.0.0.0
ذكر الخبر عن قتل بندار الطبرى,324.4.0.0.0
ذكر خبر موت محمد بن عبد الله بن طاهر,324.5.0.0.0
[أخبار متفرقة],324.6.0.0.0
ثم دخلت سنة أربع وخمسين ومائتين,325.0.0.0.0
(ذكر الخبر عما كان فيها من الأحداث),325.1.0.0.0
ذكر خبر مقتل بغا الشرابي,325.2.0.0.0
[أخبار متفرقة],325.3.0.0.0
ثم دخلت سنة خمس وخمسين ومائتين,326.0.0.0.0
ذكر الخبر عما كان فيها من الأحداث,326.1.0.0.0
ذكر خبر استيلاء يعقوب بن الليث على كرمان,326.2.0.0.0
ذكر خبر دخول يعقوب بن الليث فارس,326.3.0.0.0
ذكر فعل صالح بن وصيف مع احمد بن إسرائيل ورفيقيه,326.4.0.0.0
ذكر الخبر عن خلع المعتز ثم موته,326.5.0.0.0
خلافة ابن الواثق المهتدي بالله,326.6.0.0.0
قيام الشغب ببغداد ووثوب العامه بسليمان بن عبد الله,326.7.0.0.0
ذكر خبر ظهور قبيحه أم المعتز,326.8.0.0.0
ذكر الخبر عن قتل احمد بن إسرائيل وابى نوح,326.9.0.0.0
شغب الجند والعامه ببغداد وولايه سليمان بن عبد الله بن طاهر عليها,326.10.0.0.0
ذكر خبر استيلاء مفلح على طبرستان ثم انصرافه عنها,326.11.0.0.0
ذكر الخبر عن مفارقه كنجور على بن الحسين بن قريش,326.12.0.0.0
خروج أول علوي بالبصرة,326.13.0.0.0
ذكر الخبر عن مسير صاحب الزنج بزنوجه وجيوشه فيها إلى البصرة,326.14.0.0.0
ثم دخلت سنة ست وخمسين ومائتين,327.0.0.0.0
(ذكر الخبر عما كان فيها من الأحداث الجليلة),327.1.0.0.0
ذكر الخبر عن وصول موسى بن بغا الى سامرا واختفاء صالح,327.2.0.0.0
ذكر الخبر عن قتل صالح بن وصيف,327.3.0.0.0
ذكر الخبر عن خروج العامه على المهتدى,327.4.0.0.0
ذكر الخبر عن خلع المهتدى ثم موته,327.5.0.0.0
ذكر اخبار صاحب الزنج مع جعلان,327.6.0.0.0
ذكر الخبر عن دخول الزنج الأبله,327.7.0.0.0
ذكر خبر استيلاء صاحب الزنج على عبادان,327.8.0.0.0
ذكر خبر دخول اصحاب صاحب الزنج الاهواز,327.9.0.0.0
خلافة المعتمد على الله,327.10.0.0.0
ثم دخلت سنة سبع وخمسين ومائتين,328.0.0.0.0
(ذكر الخبر عما كان فيها من الأمور الجليلة),328.1.0.0.0
ذكر خبر مسير يعقوب بن الليث الى فارس وانصرافه عنها,328.2.0.0.0
ذكر خبر انهزام الزنج امام سعيد بن الحاجب,328.3.0.0.0
خلاص ابن المدبر من صاحب الزنج,328.4.0.0.0
ذكر خبر إيقاع صاحب الزنج بسعيد واصحابه,328.5.0.0.0
خبر الوقعه بين منصور بن جعفر وصاحب الزنج,328.6.0.0.0
خبر مقتل شاهين بن بسطام وهزيمه ابراهيم بن سيما,328.7.0.0.0
ذكر خبر دخول الزنج البصره هذا العام,328.8.0.0.0
ذكر الخبر عن الحرب بين محمد المولد والزنج,328.9.0.0.0
ثم دخلت سنة ثمان وخمسين ومائتين,329.0.0.0.0
ذكر الخبر عما كان فيها من الأمور الجليلة,329.1.0.0.0
ذكر الخبر عن قتل منصور بن جعفر الخياط,329.2.0.0.0
ذكر الخبر عن قتل مفلح,329.3.0.0.0
ذكر خبر اسر يحيى بن محمد البحرانى ثم قتله,329.4.0.0.0
ذكر خبر انحياز ابى احمد بن المتوكل الى واسط,329.5.0.0.0
[أخبار متفرقة],329.6.0.0.0
ثم دخلت سنة تسع وخمسين ومائتين,330.0.0.0.0
ذكر الخبر عما كان فيها من الأحداث,330.1.0.0.0
ذكر الخبر عن مقتل كنجور,330.2.0.0.0
ذكر خبر دخول المهلبى ويحيى بن خلف سوق الاهواز,330.3.0.0.0
شخوص موسى بن بغا لحرب صاحب الزنج,330.4.0.0.0
ذكر الخبر عن دخول يعقوب بن الليث نيسابور,330.5.0.0.0
[أخبار متفرقة],330.6.0.0.0
ثم دخلت سنة ستين ومائتين,331.0.0.0.0
ذكر الخبر عما كان فيها من الأحداث,331.1.0.0.0
خبر الوقعه بين يعقوب بن الليث والحسن بن زيد الطائي,331.2.0.0.0
ذكر خبر مقتل العلاء بن احمد الأزدي,331.3.0.0.0
ثم دخلت سنة إحدى وستين ومائتين,332.0.0.0.0
ذكر الخبر عما كان فيها من الأحداث,332.1.0.0.0
ذكر خبر وقعه كانت برامهرمز في هذا العام,332.2.0.0.0
ثم دخلت سنة اثنتين وستين ومائتين,333.0.0.0.0
(ذكر الخبر عما كان فيها من الأحداث),333.1.0.0.0
ذكر خبر دخول يعقوب بن الليث رامهرمز,333.2.0.0.0
ذكر خبر توجه رجال الزنج الى البطيحة ودست ميسان,333.3.0.0.0
ذكر خبر الوقعه بين الزنج واحمد بن ليثويه,333.4.0.0.0
ثم دخلت سنة ثلاث وستين ومائتين,334.0.0.0.0
ذكر الخبر عما كان فيها من الأحداث,334.1.0.0.0
ذكر الوقعه بين ابن ليثويه مع أخي على بن ابان,334.2.0.0.0
ذكر الخبر عما كان من أمر الصفار هنالك في هذه السنة:,334.3.0.0.0
[أخبار متفرقة],334.4.0.0.0
ثم دخلت سنة أربع وستين ومائتين,335.0.0.0.0
ذكر الخبر عما كان فيها من الأحداث,335.1.0.0.0
خبر ms4631 اسر الروم لعبد الله بن رشيد,335.2.0.0.0
ذكر خبر الوقعه بين محمد المولد وقائد الزنج,335.3.0.0.0
"ذكر الخبر عن السبب الذي من أجله تهيأ للزنج دخول واسط، وذكر الخبر عن الأحداث الجليلة في سنة أربع وستين ومائتين:",335.4.0.0.0
ذكر خبر خروج سليمان بن وهب من بغداد إلى سامرا,335.5.0.0.0
[أخبار متفرقة],335.6.0.0.0
ثم دخلت سنة خمس وستين ومائتين,336.0.0.0.0
(ذكر الخبر عما كان فيها من الأحداث),336.1.0.0.0
ذكر الوقعه بين احمد بن ليثويه وسليمان قائد الزنج,336.2.0.0.0
[أخبار متفرقة],336.3.0.0.0
ذكر خبر شخوص تكين البخارى الى الاهواز,336.4.0.0.0
[أخبار متفرقة],336.5.0.0.0
ثم دخلت سنة ست وستين ومائتين,337.0.0.0.0
ذكر الخبر عما كان فيها من الأحداث,337.1.0.0.0
ذكر الخبر ms4646 عن الفتنة بين الجعفرية والعلوية,337.2.0.0.0
[أخبار متفرقة],337.3.0.0.0
[ذكر خبر دخول اصحاب قائد الزنج رامهرمز],337.4.0.0.0
ذكر الخبر عن وقعه اكراد داربان مع صاحب الزنج,337.5.0.0.0
ثم دخلت سنة سبع وستين ومائتين,338.0.0.0.0
ذكر الخبر عما كان فيها من الأحداث,338.1.0.0.0
ذكر خبر غلبه ابى العباس بن الموفق على سليمان بن جامع,338.2.0.0.0
ذكر الخبر عن سبب دخول أبي أحمد وأصحابه طهيثا ومقتل الجبائي,338.3.0.0.0
ذكر خبر مقتل صندل الزنجي,338.4.0.0.0
ذكر خبر استئمان الزنج الى ابى احمد,338.5.0.0.0
ذكر خبر الإيقاع بالزنج في هذا العام,338.6.0.0.0
ذكر خبر الوقعه مع الزنج بنهر ابن عمر,338.7.0.0.0
خبر عبور الموفق الى مدينه صاحب الزنج لحربه,338.8.0.0.0
ثم دخلت سنة ثمان وستين ومائتين,339.0.0.0.0
(ذكر الخبر عما كان فيها من الأحداث),339.1.0.0.0
ذكر خبر استئمان جعفر بن ابراهيم الى ابى احمد الموفق,339.2.0.0.0
ذكر خبر عبور الموفق الى مدينه الزنج,339.3.0.0.0
ذكر وقعه ابى العباس بمن كان يمد الزنج من الاعراب,339.4.0.0.0
[أخبار متفرقة],339.5.0.0.0
ذكر خبر إيقاع رشيق بمن اعان الزنج من تميم,339.6.0.0.0
ذكر الخبر عن قتل بهبوذ بن عبد الوهاب,339.7.0.0.0
[أخبار متفرقة],339.8.0.0.0
ثم دخلت سنة تسع وستين ومائتين,340.0.0.0.0
ذكر الخبر عما كان فيها من الأحداث,340.1.0.0.0
ذكر خبر اصابه الموفق,340.2.0.0.0
ذكر عزم المعتمد على اللحاق بمصر,340.3.0.0.0
[أخبار متفرقة],340.4.0.0.0
ذكر الخبر عن احراق قصر صاحب الزنج,340.5.0.0.0
ذكر الخبر عن غرق نصير المعروف بابى حمزه,340.6.0.0.0
[أخبار متفرقة],340.7.0.0.0
[ذكر الخبر عن الوقعه التي كانت بين الموفق وبين الزنج],340.8.0.0.0
خبر انتقال صاحب الزنج الى شرقى نهر ابى الخصيب,340.9.0.0.0
ذكر الخبر عن حاله وحال أصحابه وما آل إليه أمرهم عند انتقاله من الجانب الغربي,340.10.0.0.0
ذكر خبر دخول الموفق مدينه صاحب الزنج,340.11.0.0.0
ذكر طلب رؤساء صاحب الزنج الامان,340.12.0.0.0
خبر دخول الموفق مدينه صاحب الزنج وتخريب داره,340.13.0.0.0
[أخبار متفرقة],340.14.0.0.0
ثم دخلت سنة سبعين ومائتين,341.0.0.0.0
(ذكر الخبر عما كان فيها من الأحداث الجليلة),341.1.0.0.0
ذكر الخبر عن قتل صاحب الزنج واسر من معه,341.2.0.0.0
ذكر خبر استئمان درمويه الزنجي الى ابى احمد,341.3.0.0.0
,
ثم دخلت سنة إحدى وسبعين ومائتين,342.0.0.0.0
ذكر الخبر عما كان فيها من الأحداث الجليلة:,342.1.0.0.0
ثم دخلت سنة اثنتين وسبعين ومائتين,343.0.0.0.0
ثم دخلت سنه ثلاث وسبعين ومائتين,344.0.0.0.0
(ذكر الخبر عما كان فيها من الأحداث),344.1.0.0.0
ثم دخلت سنه اربع وسبعين ومائتين,345.0.0.0.0
(ذكر الخبر عما كان فيها من الأحداث),345.1.0.0.0
ثم دخلت سنه خمس وسبعين ومائتين,346.0.0.0.0
(ذكر الخبر عما كان فيها من الأحداث),346.1.0.0.0
ثم دخلت سنه ست وسبعين ومائتين,347.0.0.0.0
(ذكر الخبر عما كان فيها من الأحداث),347.1.0.0.0
ثم دخلت سنه سبع وسبعين ومائتين,348.0.0.0.0
(ذكر الخبر عن الأحداث التي كانت فيها),348.1.0.0.0
ثم دخلت سنه ثمان وسبعين ومائتين,349.0.0.0.0
ذكر الخبر عما كان فيها من الأحداث,349.1.0.0.0
ذكر الخبر عن مرض ابى احمد الموفق ثم موته,349.2.0.0.0
ذكر خبر البيعه للمعتضد بولاية العهد,349.3.0.0.0
ذكر ابتداء امر القرامطة,349.4.0.0.0
ذكر خبر غزو الروم ووفاه يازمان في هذه الغزوة,349.5.0.0.0
ثم دخلت سنه تسع وسبعين ومائتين,350.0.0.0.0
ذكر الخبر عما كان فيها من الأحداث,350.1.0.0.0
ذكر خبر الفتنة بطرسوس,350.2.0.0.0
خبر وفاه المعتمد,350.3.0.0.0
خلافه المعتضد,350.4.0.0.0
[أخبار متفرقة],350.5.0.0.0
ثم دخلت سنه ثمانين ومائتين,351.0.0.0.0
ذكر الخبر عن الأحداث التي كانت فيها,351.1.0.0.0
ذكر خبر قصد المعتضد بنى شيبان وصلحه معهم,351.2.0.0.0
[أخبار متفرقة],351.3.0.0.0
ثم دخلت سنه احدى وثمانين ومائتين,352.0.0.0.0
ذكر الخبر عما كان فيها من الأحداث,352.1.0.0.0
ذكر خبر الوقعه بين الأكراد والاعراب,352.2.0.0.0
ثم دخلت سنه اثنتين وثمانين ومائتين,353.0.0.0.0
(ذكر الاحداث التي كانت فيها),353.1.0.0.0
ذكر امر النيروز المعتضدي,353.2.0.0.0
ذكر امر المعتضد مع حمدان بن حمدون,353.3.0.0.0
[أخبار متفرقة],353.4.0.0.0
ثم دخلت سنه ثلاث وثمانين ومائتين,354.0.0.0.0
(ذكر الخبر عما كان فيها من الأحداث),354.1.0.0.0
خبر هارون الشاري والظفر ms4774 به,354.2.0.0.0
خبر حصر الصقالبه القسطنطينية,354.3.0.0.0
خلاف جند جيش بن خمارويه عليه,354.4.0.0.0
ذكر الفداء بين المسلمين والروم,354.5.0.0.0
ذكر امر المعتضد مع عمر بن عبد العزيز بن ابى دلف وأخيه بكر,354.6.0.0.0
ثم دخلت سنه اربع وثمانين ومائتين,355.0.0.0.0
ذكر الخبر عما كان فيها من الأحداث الجليلة,355.1.0.0.0
ذكر كتاب المعتضد في شان بنى اميه,355.2.0.0.0
[أخبار متفرقة],355.3.0.0.0
ثم دخلت سنه خمس وثمانين ومائتين,356.0.0.0.0
ذكر الخبر عما كان فيها من الأحداث,356.1.0.0.0
ثم دخلت سنه ست وثمانين ومائتين,357.0.0.0.0
ذكر الخبر عما كان فيها من الأحداث الجليلة,357.1.0.0.0
ثم دخلت سنه سبع وثمانين ومائتين,358.0.0.0.0
ذكر الخبر عما كان فيها من الأحداث,358.1.0.0.0
خروج العباس بن عمرو الغنوي من البصره,358.2.0.0.0
ذكر الخبر عن مقتل محمد بن زيد العلوي,358.3.0.0.0
ثم دخلت سنه ثمان وثمانين ومائتين,359.0.0.0.0
(ذكر الخبر عما كان فيها من الأحداث),359.1.0.0.0
ثم دخلت سنه تسع وثمانين ومائتين,360.0.0.0.0
(ذكر الخبر عن الكائن فيها من الأمور),360.1.0.0.0
خلافه المكتفي بالله,360.2.0.0.0
ذكر الخبر عن مقتل بدر غلام المعتضد,360.3.0.0.0
ذكر باقى الكائن من الأمور ms4816 الجليله في سنه تسع وثمانين ومائتين,360.4.0.0.0
ذكر خبر هذا الرجل الذى ظهر بالشام وما كان من سبب ظهوره بها,360.5.0.0.0
ثم دخلت سنه تسعين ومائتين,361.0.0.0.0
(ذكر الخبر عن الأحداث التي كانت فيها),361.1.0.0.0
ثم دخلت سنه احدى وتسعين ومائتين,362.0.0.0.0
(ذكر الخبر عما كان فيها من الأمور الجليله),362.1.0.0.0
ذكر خبر الوقعه بين اصحاب السلطان وصاحب الشامة,362.2.0.0.0
[أخبار متفرقة],362.3.0.0.0
ثم دخلت سنه اثنتين وتسعين ومائتين,363.0.0.0.0
(ذكر ما كان فيها من الأحداث الجليلة),363.1.0.0.0
ثم دخلت سنه ثلاث وتسعين ومائتين,364.0.0.0.0
ذكر الخبر عما كان فيها من الأحداث,364.1.0.0.0
ذكرا الخبر عن ظهور أخي الحسين بن زكرويه,364.2.0.0.0
عاد الخبر الى ما كان من امر أخي ابن زكرويه,364.3.0.0.0
[أخبار متفرقة],364.4.0.0.0
ثم دخلت سنه اربع وتسعين ومائتين,365.0.0.0.0
ذكر الخبر عما كان فيها من الأحداث الجليله,365.1.0.0.0
خبر زكرويه بن مهرويه القرمطى,365.2.0.0.0
[أخبار متفرقة],365.3.0.0.0
ثم دخلت سنه خمس وتسعين ومائتين,366.0.0.0.0
(ذكر الخبر عما كان فيها من الأحداث),366.1.0.0.0
خلافه المقتدر بالله,366.2.0.0.0
ثم دخلت سنه ست وتسعين ومائتين,367.0.0.0.0
(ذكر الخبر عما كان فيها من الأحداث),367.1.0.0.0
ثم دخلت سنه سبع وتسعين ومائتين,368.0.0.0.0
(ذكر الخبر عما كان فيها من الأحداث),368.1.0.0.0
ثم دخلت سنه ثمان وتسعين ومائتين,369.0.0.0.0
(ذكر الخبر عما كان فيها من الأحداث),369.1.0.0.0
ثم دخلت سنه تسع وتسعين ومائتين,370.0.0.0.0
(ذكر الخبر عما كان فيها من الأحداث),370.1.0.0.0
ثم دخلت سنه ثلاثمائة,371.0.0.0.0
(ذكر الخبر عما كان فيها من الأحداث),371.1.0.0.0
ثم دخلت سنه احدى وثلاثمائة,372.0.0.0.0
(ذكر الخبر عما كان فيها من الأحداث),372.1.0.0.0
ثم دخلت سنه اثنتين وثلاثمائة,373.0.0.0.0
(ذكر الخبر عما كان فيها من الأحداث),373.1.0.0.0
,
صلة تاريخ الطبري لعريب بن سعد القرطبي,374.0.0.0.0
ثم دخلت سنة احدى وتسعين ومائتين,374.1.0.0.0
 (ذكر ما دار في هذه السنه من اخبار بنى العباس),374.1.1.0.0
 (ذكر اخبار القرامطة وقتل صاحب الشامة),374.1.2.0.0
ثم دخلت سنه اثنتين وتسعين ومائتين,374.2.0.0.0
 (ذكر ما دار في هذه السنه من اخبار بنى العباس),374.2.1.0.0
ثم دخلت سنه ثلاث وتسعين ومائتين,374.3.0.0.0
 (ذكر ما دار في هذه السنه من اخبار بنى العباس),374.3.1.0.0
ثم دخلت سنه اربع وتسعين ومائتين,374.4.0.0.0
 (ذكر ما دار في هذه السنه من اخبار بنى العباس),374.4.1.0.0
ثم دخلت سنه خمس وتسعين ومائتين,374.5.0.0.0
 (ذكر ما دار في هذه السنه من اخبار بنى العباس),374.5.1.0.0
 ذكر عله المكتفي بالله وما كان من امره الى وقت وفاته,374.5.2.0.0
 ذكر وفاه المكتفي,374.5.3.0.0
 ذكر خلافه المقتدر,374.5.4.0.0
ثم دخلت سنه ست وتسعين ومائتين,374.6.0.0.0
 (ذكر ما دار في هذه السنه من اخبار بنى العباس),374.6.1.0.0
 ذكر البيعه لابن المعتز,374.6.2.0.0
ثم دخلت سنه سبع وتسعين ومائتين,374.7.0.0.0
 (ذكر ما دار في هذه السنه من اخبار بنى العباس),374.7.1.0.0
ثم دخلت سنه ثمان وتسعين ومائتين,374.8.0.0.0
 (ذكر ما دار في هذه السنه من اخبار بنى العباس),374.8.1.0.0
ثم دخلت سنه تسع وتسعين ومائتين,374.9.0.0.0
 (ذكر ما دار في هذه السنه من اخبار بنى العباس),374.9.1.0.0
 ذكر القبض على ابن الفرات,374.9.2.0.0
ثم دخلت سنه ثلاثمائة,374.10.0.0.0
 (ذكر ما دار في هذه السنه من اخبار بنى العباس),374.10.1.0.0
ثم دخلت سنه احدى وثلاثمائة,374.11.0.0.0
 (ذكر ما دار في ms4890 هذه السنه من اخبار بنى العباس),374.11.1.0.0
ثم دخلت سنه اثنتين وثلاثمائة,374.12.0.0.0
 (ذكر ما دار في هذه السنه من اخبار بنى العباس),374.12.1.0.0
ثم دخلت سنه ثلاث وثلاثمائة,374.13.0.0.0
 (ذكر ما دار في هذه السنه من اخبار بنى العباس),374.13.1.0.0
ثم دخلت سنه اربع وثلاثمائة,374.14.0.0.0
 (ذكر ما دار في هذه السنه من اخبار بنى العباس),374.14.1.0.0
 ذكر التقبض على على بن عيسى الوزير وولايه على بن الفرات ثانيه,374.14.2.0.0
ثم دخلت سنه خمس وثلاثمائة,374.15.0.0.0
 (ذكر ما دار في هذه السنه من اخبار بنى العباس),374.15.1.0.0
ثم دخلت سنه ست وثلاثمائة,374.16.0.0.0
 (ذكر ما دار في هذه السنه من اخبار بنى العباس),374.16.1.0.0
ثم دخلت سنه سبع وثلاثمائة,374.17.0.0.0
 (ذكر ما دار في هذه السنه من اخبار بنى العباس),374.17.1.0.0
ثم دخلت سنه ثمان وثلاثمائة,374.18.0.0.0
 (ذكر ما دار في هذه السنه من اخبار بنى العباس),374.18.1.0.0
ثم دخلت سنه تسع وثلاثمائة,374.19.0.0.0
 (ذكر ما دار في هذه السنه من اخبار بنى العباس),374.19.1.0.0
ثم دخلت سنه عشر وثلاثمائة,374.20.0.0.0
 (ذكر ما دار في هذه السنه من اخبار بنى العباس),374.20.1.0.0
ثم دخلت سنه احدى عشره وثلاثمائة,374.21.0.0.0
 (ذكر ما دار في هذه السنه من اخبار بنى العباس),374.21.1.0.0
ثم دخلت سنه اثنتى عشره وثلاثمائة,374.22.0.0.0
 (ذكر ما دار في هذه السنه من اخبار بنى العباس),374.22.1.0.0
 ذكر التقبض على ابن الفرات وابنه وقتلهما,374.22.2.0.0
ثم دخلت سنه ثلاث عشره وثلاثمائة,374.23.0.0.0
 (ذكر ما دار في هذه السنه من اخبار بنى العباس),374.23.1.0.0
 ذكر التقبض على الوزير الخاقانى وولايه احمد الخصيبى,374.23.2.0.0
ثم دخلت سنه اربع عشره وثلاثمائة,374.24.0.0.0
 (ذكر ما دار في هذه السنه من اخبار بنى العباس),374.24.1.0.0
 ذكر التقبض على الوزير الخصيبى وولايه على بن عيسى الوزارة,374.24.2.0.0
ثم دخلت سنه خمس ms4938 عشره وثلاثمائة,374.25.0.0.0
 (ذكر ما دار في هذه السنه من اخبار بنى العباس),374.25.1.0.0
ثم دخلت سنه ست عشره وثلاثمائة,374.26.0.0.0
 (ذكر ما دار في هذه السنه من اخبار بنى العباس),374.26.1.0.0
 ذكر القبض على على بن عيسى الوزير وولايه محمد بن على بن مقله الوزارة,374.26.2.0.0
 ذكر الحوادث التي أحدثها القرامطة بمكة وغيرها,374.26.3.0.0
ثم دخلت سنه سبع عشره وثلاثمائة,374.27.0.0.0
 (ذكر ما دار في هذه السنه من اخبار بنى العباس),374.27.1.0.0
 ذكر صرف المقتدر الى الخلافه,374.27.2.0.0
ثم دخلت سنه ثمان عشره وثلاثمائة,374.28.0.0.0
 (ذكر ما دار في هذه السنه من اخبار بنى العباس),374.28.1.0.0
 ذكر الإيقاع بجند الرجاله ببغداد,374.28.2.0.0
 كتاب على بن مقله الى القواد والعمال,374.28.3.0.0
 ذكر صرف ابن مقله عن الوزارة وولايه ابن مخلد,374.28.4.0.0
ثم دخلت سنه تسع عشره وثلاثمائة,374.29.0.0.0
 (ذكر ما دار في هذه السنه من اخبار بنى العباس),374.29.1.0.0
 ذكر القبض على سليمان بن الحسن الوزير وتقليد الكلواذى الوزارة,374.29.2.0.0
 ذكر صرف الكلواذى عن الوزارة وتقليدها الحسين بن القاسم,374.29.3.0.0
ثم دخلت سنه عشرين وثلاثمائة,374.30.0.0.0
 (ذكر ما دار في هذه السنه من اخبار بنى العباس),374.30.1.0.0
 ذكر عزل الوزير الحسن بن القاسم وتقديم الفضل بن جعفر مكانه والتياث الاحوال ببغداد,374.30.2.0.0
 ذكر مسير مؤنس الى بغداد وقتل المقتدر,374.30.3.0.0
 ذكر البيعه لمحمد القاهر بالله,374.30.4.0.0
تكملة تاريخ الطبري لمحمد بن عبد الملك الهمذاني,375.0.0.0.0
مقدمة,375.1.0.0.0
خلافه المقتدر بالله,375.2.0.0.0
سنه ست وتسعين ومائتين,375.3.0.0.0
سنه سبع وتسعين ومائتين,375.4.0.0.0
